pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
KELT-9 b,KELT-9,b,2,1,0,Transit,2017,2017-06,Ground,KELT-North,Mamiya 645 80mm f/1.9,1.48112350,21.196,915.35040,0.530000,0.000000,44900.00,4050,86.790,3.153000,B9.5-A0,10170.00,2.36,2.52,1.724,4.09,0.300,0.27020,111.4000,7.5767500
KIC 10001893 b,KIC 10001893,b,1,3,0,Orbital Brightness Modulation,2014,2014-10,Space,Kepler,0.95 m Kepler Telescope,0.21970000,,,,,,,,,,27500.00,0.18,0.47,1.431,5.35,,113.61776,,15.7109000
KIC 10001893 c,KIC 10001893,c,1,3,0,Orbital Brightness Modulation,2014,2014-10,Space,Kepler,0.95 m Kepler Telescope,0.32528000,,,,,,,,,,27500.00,0.18,0.47,1.431,5.35,,113.61776,,15.7109000
KIC 10001893 d,KIC 10001893,d,1,3,0,Orbital Brightness Modulation,2014,2014-10,Space,Kepler,0.95 m Kepler Telescope,0.81161000,,,,,,,,,,27500.00,0.18,0.47,1.431,5.35,,113.61776,,15.7109000
KIC 10525077 b,KIC 10525077,b,1,1,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,854.08300000,5.500,25.90000,0.855000,,,,89.861,239.300000,,6091.00,1.01,1.01,0.129,4.42,,0.80974,,15.3043000
KIC 3558849 b,KIC 3558849,b,1,1,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,1322.30000000,6.900,38.10000,0.637000,,,,89.973,576.700000,,6175.00,1.01,0.98,0.405,4.44,,0.48871,,14.1674000
KIC 5095269 b,KIC 5095269,b,2,1,0,Eclipse Timing Variations,2017,2017-07,Space,Kepler,0.95 m Kepler Telescope,237.68977000,12.600,2445.06619,6.720000,0.060300,,,105.830,,F7 V,6305.24,1.17,1.21,0.668,4.32,,3.35644,,13.4394000
KIC 5437945 b,KIC 5437945,b,1,2,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,440.78130000,6.400,33.60000,0.704000,0.000000,2.14,308,89.904,158.900000,,6340.00,1.24,1.07,0.641,4.16,3.160,0.41292,,13.7506000
KIC 5951458 b,KIC 5951458,b,2,1,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,1320.10000000,6.600,35.40000,0.677000,,,,89.799,278.100000,,6258.00,1.52,0.98,0.556,4.08,,0.25790,,12.6884000
KIC 7917485 b,KIC 7917485,b,1,1,0,Pulsation Timing Variations,2016,2016-08,Space,Kepler,0.95 m Kepler Telescope,840.00000000,12.400,3750.39400,10.800000,0.150000,,,,,A,7067.00,2.01,1.63,0.996,4.00,,0.23228,120.0000,13.1092000
KIC 8540376 b,KOI-7892,b,1,2,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,31.80990000,4.100,15.80000,1.260000,,,,89.300,34.700000,,6474.00,1.26,1.04,0.265,4.31,,0.31886,,14.2165000
KIC 8540376 c,KOI-7892,c,1,2,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,75.20000000,2.400,6.35000,2.520000,,,,89.701,103.900000,,6474.00,1.26,1.04,0.265,4.31,,0.31886,,14.2165000
KIC 9663113 b,KIC 9663113,b,1,2,0,Transit,2015,2015-12,Space,Kepler,0.95 m Kepler Telescope,572.38470000,4.600,19.20000,1.080000,0.000000,3.36,264,89.768,153.500000,,6065.00,1.03,0.98,0.792,4.42,3.000,0.23283,,13.9075000
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,b,1,1,0,Microlensing,2018,2018-12,Ground,KMTNet,1.6 m wide-field telescope,,12.200,5700.00000,17.200000,,,,,,,,,0.48,,,,,,
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,b,1,1,0,Microlensing,2019,2019-01,Ground,KMTNet,1.6 m wide-field telescope,,13.100,1043.00000,2.550000,,,,,,,,,0.09,,,,,,
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,b,1,1,0,Microlensing,2018,2018-11,Ground,KMTNet,1.6 m wide-field telescope,,12.700,2200.00000,5.900000,,,,,,,,,0.45,,,,,,
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,b,1,1,0,Microlensing,2018,2018-11,Ground,KMTNet,1.6 m wide-field telescope,,12.900,1450.00000,3.710000,,,,,,,,,0.04,,,,,,
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,b,1,1,0,Microlensing,2019,2020-03,Ground,KMTNet,1.6 m wide-field telescope,,13.300,700.00000,1.630000,,,,,,,,,0.49,,,,,,
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,b,1,1,0,Microlensing,2018,2018-11,Ground,KMTNet,1.6 m wide-field telescope,,12.200,4923.00000,14.900000,,,,,,,,,0.07,,,,,,
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,b,1,1,0,Microlensing,2020,2020-10,Ground,KMTNet,1.6 m wide-field telescope,,13.000,1250.00000,3.130000,,,,,,,,,0.50,,,,,,
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,b,1,1,0,Microlensing,2020,2020-10,Ground,KMTNet,1.6 m wide-field telescope,,13.200,836.00000,2.000000,,,,,,,,,0.64,,,,,,
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,b,1,1,0,Microlensing,2018,2019-02,Ground,KMTNet,1.6 m wide-field telescope,,6.450,34.00000,0.696000,,,,,,,,,0.76,,,,,,
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,b,1,1,0,Microlensing,2019,2019-04,Ground,KMTNet,1.6 m wide-field telescope,,13.400,640.00000,1.460000,,,,,,,,,0.37,,,,,,
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,b,1,1,0,Microlensing,2019,2019-04,Ground,KMTNet,1.6 m wide-field telescope,,14.000,230.00000,0.461000,,,,,,,,,0.33,,,,,,
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,b,1,1,0,Microlensing,2020,2020-02,Ground,KMTNet,1.6 m wide-field telescope,,2.670,7.59000,2.190000,,,,,,,,,1.14,,,,,,
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,b,1,1,0,Microlensing,2020,2020-09,Ground,KMTNet,1.6 m wide-field telescope,,9.010,60.00000,0.451000,,,,,,,,,0.09,,,,,,
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,b,1,1,0,Microlensing,2020,2020-02,Ground,KMTNet,1.6 m wide-field telescope,,12.900,1400.00000,3.580000,,,,,,,,,1.09,,,,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,b,1,1,0,Microlensing,2019,2019-10,Ground,KMTNet,1.6 m wide-field telescope,,12.900,111.00000,0.284000,,,,,,M,,,0.09,,,,,,
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,b,1,1,0,Microlensing,2020,2019-12,Ground,KMTNet,1.6 m wide-field telescope,,3.190,10.28000,1.740000,,,,,,,,,0.76,,,,,,
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,b,1,1,0,Microlensing,2020,2020-08,Ground,KMTNet,1.6 m wide-field telescope,,13.700,397.00000,0.848000,,,,,,,,,0.48,,,,,,
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,b,1,1,0,Microlensing,2020,2020-07,Ground,KMTNet,1.6 m wide-field telescope,,14.100,200.00000,0.392000,,,,,,,,,0.31,,,,,,
KOI-12 b,KOI-12,b,1,2,0,Transit,2015,2015-07,Space,Kepler,0.95 m Kepler Telescope,17.85518200,13.787,349.61300,0.733000,0.340000,196.51,911,88.950,19.992600,,6635.00,1.40,1.50,0.626,4.31,1.450,0.80000,60.0000,11.2535000
KOI-1257 b,KOI-1257,b,2,1,0,Transit,2014,2014-06,Space,Kepler,0.95 m Kepler Telescope,86.64766100,10.540,460.83000,2.100000,0.772000,7.28,511,89.660,167.911000,G5 V,5520.00,1.13,0.99,0.029,4.32,9.300,0.99000,4.6000,14.6419000
KOI-13 b,KOI-13,b,3,1,0,Transit,2011,2011-07,Space,Kepler,0.95 m Kepler Telescope,1.76358800,16.948,2949.46240,3.600000,0.000640,25339.90,2550,86.770,4.500700,,7650.00,1.74,1.72,0.971,4.20,1.120,0.49629,65.0000,10.3678000
KOI-142 b,KOI-142,b,1,3,0,Transit,2013,2013-11,Space,Kepler,0.95 m Kepler Telescope,10.91647000,3.438,9.50000,1.290000,0.055610,68.56,758,90.970,24.800000,G6 V,5466.00,0.90,0.99,-0.165,4.53,1.600,1.50172,1.8000,13.1048000
KOI-142 c,KOI-142,c,1,3,0,Transit,2013,2013-11,Space,Kepler,0.95 m Kepler Telescope,22.26492000,14.000,214.10000,0.429000,0.057240,,,93.150,,G6 V,5466.00,0.90,0.99,-0.223,4.53,2.200,1.50172,1.8000,13.1048000
KOI-1599.01,KOI-1599,c,1,2,0,Transit,2019,2019-06,Space,Kepler,0.95 m Kepler Telescope,20.44150000,1.900,4.60000,3.690000,0.014000,44.80,660,89.780,32.630000,,5833.00,0.97,1.02,0.162,4.47,4.700,0.00634,,14.8540000
KOI-1599.02,KOI-1599,b,1,2,0,Transit,2019,2019-06,Space,Kepler,0.95 m Kepler Telescope,13.60880000,1.900,9.00000,7.210000,0.011400,76.81,755,88.600,24.890000,,5833.00,0.97,1.02,0.162,4.47,4.700,0.01743,,14.8540000
KOI-1783.01,KOI-1783,b,1,2,0,Transit,2020,2020-03,Space,Kepler,0.95 m Kepler Telescope,134.46280000,8.860,71.00000,0.560000,0.000000,5.70,412,89.441,94.800000,,5922.00,1.14,1.08,0.213,4.30,0.200,0.87299,,13.9061000
KOI-1783.02,KOI-1783,c,1,2,0,Transit,2020,2020-03,Space,Kepler,0.95 m Kepler Telescope,284.21500000,5.440,15.00000,0.510000,0.000000,2.49,321,89.650,143.360000,,5922.00,1.14,1.08,0.213,4.30,0.200,0.69068,,13.9061000
KOI-217 b,KOI-217,b,1,1,0,Transit,2010,2010-12,Space,Kepler,0.95 m Kepler Telescope,3.90512000,12.442,,,0.000000,272.03,1046,89.800,11.897015,,5545.00,0.86,0.95,-0.169,4.53,1.700,2.08224,,15.1013000
KOI-351 b,KOI-351,b,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,7.00815100,1.310,2.27000,5.550000,0.000000,316.44,1062,89.400,13.200000,,6080.00,1.20,1.20,0.269,4.40,0.530,1.06266,4.6000,13.7397000
KOI-351 c,KOI-351,c,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,8.71937500,1.190,1.81000,5.900000,0.000000,236.31,987,89.680,16.000000,,6080.00,1.20,1.20,0.269,4.40,0.530,1.20992,4.6000,13.7397000
KOI-351 d,KOI-351,d,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,59.73667000,2.870,8.60000,2.000000,0.000000,18.17,520,89.710,56.100000,,6080.00,1.20,1.20,0.269,4.40,0.530,1.04245,4.6000,13.7397000
KOI-351 e,KOI-351,e,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,91.93913000,2.660,7.56000,2.210000,0.000000,10.23,450,89.790,74.700000,,6080.00,1.20,1.20,0.269,4.40,0.530,1.05759,4.6000,13.7397000
KOI-351 f,KOI-351,f,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,124.91440000,2.880,8.65000,1.990000,0.000000,6.80,407,89.770,86.400000,,6080.00,1.20,1.20,0.269,4.40,0.530,0.76623,4.6000,13.7397000
KOI-351 g,KOI-351,g,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,210.60697000,8.100,254.26400,,0.000000,3.39,342,89.800,127.300000,,6080.00,1.20,1.20,0.269,4.40,0.530,1.24899,4.6000,13.7397000
KOI-351 h,KOI-351,h,1,8,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,331.60059000,11.300,381.39600,,0.000000,1.85,294,89.600,180.700000,,6080.00,1.20,1.20,0.269,4.40,0.530,1.18855,4.6000,13.7397000
KOI-3680 b,KOI-3680,b,1,1,0,Transit,2018,2019-03,Space,Kepler,0.95 m Kepler Telescope,141.24167100,11.097,613.41190,2.460000,0.496000,3.62,347,89.892,125.700000,,5830.00,0.96,1.01,0.068,4.47,3.200,1.88000,3.5000,14.5027000
KOI-55 b,KOI-55,b,1,2,0,Orbital Brightness Modulation,2011,2011-12,Space,Kepler,0.95 m Kepler Telescope,0.24010400,0.759,0.44000,5.530000,,,,65.000,,B,27730.00,0.20,0.50,1.360,5.52,,84.10000,,14.9062000
KOI-55 c,KOI-55,c,1,2,0,Orbital Brightness Modulation,2011,2011-12,Space,Kepler,0.95 m Kepler Telescope,0.34288700,0.867,0.65500,5.520000,,,,65.000,,B,27730.00,0.20,0.50,1.360,5.52,,84.10000,,14.9062000
KOI-94 b,KOI-94,b,2,4,0,Transit,2013,2013-05,Space,Kepler,0.95 m Kepler Telescope,3.74320800,1.710,10.50000,10.100000,0.250000,1053.18,1486,89.300,7.250000,,6182.00,1.52,1.28,0.479,4.18,3.160,0.65400,7.3000,12.1882000
KOI-94 c,KOI-94,c,2,4,0,Transit,2013,2013-05,Space,Kepler,0.95 m Kepler Telescope,10.42364800,4.320,15.60000,0.910000,0.430000,268.22,1012,88.360,14.300000,,6182.00,1.52,1.28,0.479,4.18,3.160,0.66594,7.3000,12.1882000
KOI-94 d,KOI-94,d,2,4,0,Transit,2013,2013-05,Space,Kepler,0.95 m Kepler Telescope,22.34298900,11.270,106.00000,0.363000,0.022000,97.12,806,89.871,23.800000,,6182.00,1.52,1.28,0.479,4.18,3.160,0.77072,7.3000,12.1882000
KOI-94 e,KOI-94,e,2,4,0,Transit,2013,2013-05,Space,Kepler,0.95 m Kepler Telescope,54.32031000,6.560,35.00000,0.600000,0.019000,29.70,584,89.760,43.100000,,6182.00,1.52,1.28,0.479,4.18,3.160,0.85049,7.3000,12.1882000
KPS-1 b,KPS-1,b,1,1,0,Transit,2018,2018-07,Ground,Acton Sky Portal Observatory,Rowe-Ackermann Schmidt Astrograph telescope,1.70629100,11.545,346.43470,1.310000,0.000000,729.00,1459,83.200,,K1 V,5165.00,0.91,0.89,-0.353,4.47,,1.68000,5.1000,12.7933000
Kapteyn c,Kapteyn,c,1,1,0,Radial Velocity,2014,2014-09,Ground,Multiple Observatories,Multiple Telescopes,121.54000000,2.540,7.00000,2.350000,0.230000,,,,,M2.0V,3550.00,0.29,0.28,-1.793,4.92,,14.27604,6.0000,8.0619800
Kepler-10 b,Kepler-10,b,1,2,0,Transit,2011,2011-03,Space,Kepler,0.95 m Kepler Telescope,0.83749100,1.481,4.60853,8.000000,0.060000,3741.78,2130,85.100,3.470000,,5627.00,1.06,0.91,0.055,4.35,9.120,1.06800,2.0400,10.9191000
Kepler-10 c,Kepler-10,c,1,2,0,Transit,2011,2011-11,Space,Kepler,0.95 m Kepler Telescope,45.29460000,2.323,7.37000,3.140000,0.025000,18.30,584,89.640,48.750000,,5706.00,1.09,1.02,0.055,4.37,9.120,1.10794,2.0400,10.9191000
Kepler-100 b,Kepler-100,b,1,3,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,6.88705000,1.320,7.34000,14.250000,0.130000,478.21,1155,85.370,6.180000,,5825.00,1.49,1.08,0.411,4.12,6.460,0.44000,3.7000,11.1293000
Kepler-100 c,Kepler-100,c,1,3,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,12.81590000,2.200,7.05000,,0.020000,208.66,939,87.400,9.350000,,5825.00,1.49,1.08,0.411,4.12,6.460,0.44000,3.7000,11.1293000
Kepler-100 d,Kepler-100,d,1,3,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,35.33310000,1.610,3.00000,,0.380000,53.98,670,88.920,18.380000,,5825.00,1.49,1.08,0.411,4.12,6.460,0.44000,3.7000,11.1293000
Kepler-1000 b,Kepler-1000,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,120.01812720,4.760,20.30000,1.030000,0.000000,18.00,473,89.500,71.800000,,6453.00,1.51,1.40,0.715,4.23,1.260,0.31247,,13.1923000
Kepler-1001 b,Kepler-1001,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,14.30511983,3.150,10.10000,1.780000,0.000000,40.85,693,85.250,14.100000,,5491.00,0.88,0.90,-0.279,4.52,4.680,0.19190,,15.3302000
Kepler-1001 c,Kepler-1001,c,1,2,0,Transit,2020,2020-08,Space,Kepler,0.95 m Kepler Telescope,9.18186000,1.578,3.11000,4.350000,0.000000,98.61,804,79.490,5.320000,,5376.00,0.84,0.93,-0.279,4.56,0.600,2.24021,,15.3302000
Kepler-1002 b,Kepler-1002,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.33642933,1.710,3.57000,3.920000,0.000000,981.68,1453,84.150,4.860000,,6144.00,1.57,1.22,0.501,4.13,4.070,0.53373,,11.6475000
Kepler-1003 b,Kepler-1003,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.55485691,1.780,3.82000,3.720000,0.000000,814.92,1157,88.470,13.104000,,6109.00,1.17,1.11,0.282,4.35,3.160,2.86343,,14.0225000
Kepler-1004 b,Kepler-1004,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.28789787,6.280,32.50000,0.721000,0.000000,1610.09,1661,83.690,3.900000,,4972.00,3.39,1.11,0.713,3.43,7.760,0.05453,,13.3998000
Kepler-1005 b,Kepler-1005,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.49801525,1.500,2.86000,4.660000,0.000000,301.33,1026,84.000,21.390000,,5782.00,1.06,1.00,0.136,4.38,6.170,0.86486,,13.1838000
Kepler-1006 b,Kepler-1006,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,19.76172042,1.540,2.99000,4.500000,0.000000,153.49,791,86.860,16.870000,,5328.00,0.74,0.78,-0.400,4.59,4.270,1.84320,,
Kepler-1007 b,Kepler-1007,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.18500207,1.440,2.67000,4.910000,0.000000,42.62,652,89.940,18.865000,,4587.00,0.70,0.73,-0.568,4.62,4.170,4.45642,,14.7347000
Kepler-1008 b,Kepler-1008,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,12.43931193,1.280,2.18000,5.710000,0.000000,35.41,627,88.350,30.711000,,5066.00,0.78,0.81,-0.507,4.56,6.760,3.15618,,13.3790000
Kepler-1009 b,Kepler-1009,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.35011917,2.170,5.35000,2.880000,0.000000,11.56,403,89.950,39.210000,,4027.00,0.57,0.59,-0.987,4.70,3.160,2.82945,,15.3014000
Kepler-101 b,Kepler-101,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.48768120,5.770,51.10000,1.450000,0.086000,1240.33,1513,85.820,6.550000,G3 IV,5667.00,1.56,1.17,0.420,4.12,5.900,0.43700,2.6000,13.5672000
Kepler-101 c,Kepler-101,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.02976000,1.250,3.78000,10.500000,0.000000,596.07,1413,84.600,8.000000,G3 IV,5667.00,1.56,1.17,0.420,4.12,5.900,0.43700,2.6000,13.5672000
Kepler-1010 b,Kepler-1010,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,34.26857050,2.320,5.99000,2.640000,0.000000,10.17,477,89.070,41.800000,,5253.00,0.82,0.86,-0.412,4.55,4.790,1.17744,,14.6875000
Kepler-1011 b,Kepler-1011,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.75322197,2.870,8.60000,2.000000,0.000000,108.79,920,85.360,11.380000,,5416.00,0.88,0.91,-0.376,4.52,4.470,2.17120,,15.2028000
Kepler-1012 b,Kepler-1012,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.50860439,1.290,2.21000,5.660000,0.000000,191.81,934,82.780,14.250000,,5556.00,0.91,0.95,-0.194,4.50,3.720,1.80454,,13.3154000
Kepler-1013 b,Kepler-1013,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,18.93054959,2.150,5.27000,2.910000,0.000000,16.10,766,89.070,25.000000,,4954.00,0.76,0.81,-0.531,4.59,4.270,1.79457,,14.4077000
Kepler-1014 b,Kepler-1014,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,16.57110363,2.390,6.30000,2.540000,0.000000,33.48,614,89.160,31.900000,,5388.00,0.84,0.88,-0.337,4.54,4.790,3.67040,,14.6265000
Kepler-1015 b,Kepler-1015,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,16.00494214,3.550,12.30000,1.510000,0.000000,172.11,1040,89.960,19.140320,,6769.00,1.81,1.49,0.559,4.09,1.580,0.52713,,12.7586000
Kepler-1016 b,Kepler-1016,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.95452434,2.180,5.39000,2.860000,0.000000,1445.20,1540,82.980,5.200000,,5821.00,1.00,0.99,0.124,4.44,3.890,0.65812,,15.3193000
Kepler-1016 c,Kepler-1016,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,105.65513690,3.680,13.10000,1.440000,0.000000,7.07,407,89.740,90.020000,,5821.00,1.00,0.99,0.124,4.44,3.890,1.23602,,15.3193000
Kepler-1017 b,Kepler-1017,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.23400469,1.990,4.62000,3.220000,0.000000,119.60,831,89.930,26.010000,,5473.00,0.87,0.93,-0.161,4.53,2.950,6.36020,,14.1153000
Kepler-1018 b,Kepler-1018,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,49.10135140,2.580,7.18000,2.300000,0.000000,12.10,498,89.430,46.000000,,5518.00,0.88,0.91,-0.082,4.52,4.470,1.39053,,15.0142000
Kepler-1019 b,Kepler-1019,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.41122985,1.460,2.73000,4.820000,0.000000,330.25,1164,78.730,4.600000,,4433.00,0.67,0.70,-0.806,4.64,3.550,2.24787,,13.5934000
Kepler-102 b,Kepler-102,b,1,5,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,5.28696000,0.470,4.30000,,0.000000,90.33,792,86.410,10.300000,,4903.00,0.74,0.80,-0.584,4.61,1.410,2.76000,0.5000,11.4784000
Kepler-102 c,Kepler-102,c,1,5,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,7.07142000,0.580,3.00000,,0.000000,61.32,719,87.480,19.718000,,4903.00,0.74,0.80,-0.584,4.61,1.410,2.76000,0.5000,11.4784000
Kepler-102 d,Kepler-102,d,1,5,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,10.31170000,1.180,3.80000,13.270000,0.000000,37.04,634,87.500,16.000000,,4903.00,0.74,0.80,-0.584,4.61,1.410,2.76000,0.5000,11.4784000
