pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
Kepler-25 d,Kepler-25,d,2,3,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,122.40000000,10.000,71.90000,0.395000,0.130000,,,,,,6270.00,1.32,1.17,0.391,4.28,11.000,0.75000,9.5000,10.6319000
Kepler-250 b,Kepler-250,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.14814100,1.130,1.51000,5.750000,0.000000,148.10,938,89.580,12.610000,,5160.00,0.81,0.83,-0.457,4.57,13.200,2.20456,,15.4144000
Kepler-250 c,Kepler-250,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,7.15680400,2.280,5.82000,2.700000,0.000000,71.50,782,88.680,20.940000,,5160.00,0.81,0.83,-0.457,4.57,13.200,3.39024,,15.4144000
Kepler-250 d,Kepler-250,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,17.64831200,2.180,5.39000,2.860000,0.000000,21.46,579,89.270,68.200000,,5160.00,0.81,0.83,-0.457,4.57,13.200,19.29835,,15.4144000
Kepler-251 b,Kepler-251,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.79093600,1.330,2.33000,5.440000,0.000000,203.17,990,89.550,13.700000,,5526.00,0.89,0.95,-0.172,4.49,3.630,2.12141,,15.2160000
Kepler-251 c,Kepler-251,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,16.51404300,2.770,8.10000,2.090000,0.000000,38.95,655,89.220,31.380000,,5526.00,0.89,0.95,-0.172,4.49,3.630,1.66311,,15.2160000
Kepler-251 d,Kepler-251,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,30.13300100,2.770,8.10000,2.090000,0.000000,17.48,536,88.210,28.500000,,5526.00,0.89,0.95,-0.172,4.49,3.630,0.40310,,15.2160000
Kepler-251 e,Kepler-251,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,99.64016100,2.770,8.10000,2.090000,0.000000,3.55,360,89.990,175.840000,,5526.00,0.89,0.95,-0.172,4.49,3.630,10.35916,,15.2160000
Kepler-252 b,Kepler-252,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.66839100,1.230,2.04000,6.020000,0.000000,39.26,587,88.240,25.900000,M0 V,4208.00,0.55,0.61,-0.786,4.72,13.900,7.39154,,15.0293000
Kepler-252 c,Kepler-252,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.84846300,2.150,5.27000,2.910000,0.000000,20.51,499,89.570,28.786000,M0 V,4208.00,0.55,0.61,-0.786,4.72,13.900,3.83419,,15.0293000
Kepler-253 b,Kepler-253,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.78398600,1.630,3.29000,4.170000,0.000000,194.35,949,86.540,15.030000,,5208.00,0.79,0.85,-0.387,4.59,0.700,4.48753,,15.5122000
Kepler-253 c,Kepler-253,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.28195100,2.650,7.51000,2.220000,0.000000,51.27,680,89.590,23.230000,,5208.00,0.79,0.85,-0.387,4.59,0.700,2.09147,,15.5122000
Kepler-253 d,Kepler-253,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,18.11986900,3.170,10.20000,1.760000,0.000000,24.08,563,89.640,33.190000,,5208.00,0.79,0.85,-0.387,4.59,0.700,2.10579,,15.5122000
Kepler-254 b,Kepler-254,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.82666200,3.870,14.30000,1.360000,0.000000,184.34,1013,89.880,15.796000,,5957.00,0.91,0.93,-0.125,4.52,0.300,2.19595,,15.8379000
Kepler-254 c,Kepler-254,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,12.41218300,2.150,3.20000,1.770000,0.000000,67.22,787,89.950,27.590000,,5957.00,0.91,0.93,-0.125,4.52,0.300,2.14038,,15.8379000
Kepler-254 d,Kepler-254,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,18.74647700,2.500,6.80000,2.390000,0.000000,38.84,686,89.110,20.100000,,5957.00,0.91,0.93,-0.125,4.52,0.300,2.11735,,15.8379000
Kepler-255 b,Kepler-255,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.71460600,1.550,3.02000,4.460000,0.000000,174.40,971,88.250,9.300000,,5573.00,0.93,0.87,-0.183,4.52,2.400,2.24666,,15.5283000
Kepler-255 c,Kepler-255,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,9.94604700,2.990,9.22000,1.900000,0.000000,83.26,807,89.910,23.070000,,5573.00,0.93,0.87,-0.183,4.52,2.400,2.34688,,15.5283000
Kepler-255 d,Kepler-255,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.04562266,1.320,2.30000,5.500000,0.000000,1686.09,1710,89.510,4.307000,,5431.00,0.86,0.90,-0.183,4.53,4.370,1.50018,,15.5283000
Kepler-256 b,Kepler-256,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,1.62049300,1.590,3.15000,4.310000,0.000000,1225.93,1681,87.200,5.550000,,5551.00,1.30,0.97,-0.059,4.22,9.550,1.23000,,15.0151000
Kepler-256 c,Kepler-256,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.38802000,2.150,5.27000,2.910000,0.000000,457.07,1315,87.200,8.200000,,5551.00,1.30,0.97,-0.059,4.22,9.550,1.15366,,15.0151000
Kepler-256 d,Kepler-256,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.83917200,2.480,6.71000,2.420000,0.000000,221.10,1097,88.540,14.050000,,5551.00,1.30,0.97,-0.059,4.22,9.550,1.32836,,15.0151000
Kepler-256 e,Kepler-256,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.68157200,2.350,6.12000,2.590000,0.000000,98.90,897,87.920,22.460000,,5551.00,1.30,0.97,-0.059,4.22,9.550,1.87921,,15.0151000
Kepler-257 b,Kepler-257,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.38266700,2.610,7.32000,2.260000,0.000000,553.53,1237,84.740,9.690000,,5180.00,1.04,0.85,-0.378,4.36,14.000,3.03443,,15.4215000
Kepler-257 c,Kepler-257,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.58148400,5.410,25.20000,0.875000,0.000000,142.63,881,89.530,16.835000,,5180.00,1.04,0.85,-0.378,4.36,14.000,1.89825,,15.4215000
Kepler-257 d,Kepler-257,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,24.66455100,4.950,21.70000,0.983000,0.000000,24.53,567,88.980,41.000000,,5180.00,1.04,0.85,-0.378,4.36,14.000,2.81619,,15.4215000
Kepler-258 b,Kepler-258,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,13.19722000,4.060,15.50000,1.270000,0.000000,27.79,642,88.710,30.330000,,4942.00,0.92,0.82,-0.575,4.44,13.700,3.02990,,15.2012000
Kepler-258 c,Kepler-258,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,33.65307900,3.610,12.70000,1.480000,0.000000,7.99,470,89.420,55.900000,,4942.00,0.92,0.82,-0.575,4.44,13.700,0.66663,,15.2012000
Kepler-259 b,Kepler-259,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,8.11531700,2.800,8.25000,2.070000,0.000000,113.45,879,84.300,9.220000,,5938.00,0.90,0.93,-0.153,4.53,0.400,1.98095,,15.1689000
Kepler-259 c,Kepler-259,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,36.92493100,2.700,7.75000,2.160000,0.000000,15.05,530,88.600,61.360000,,5938.00,0.90,0.93,-0.153,4.53,0.400,3.20535,,15.1689000
Kepler-26 b,Kepler-26,b,1,4,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,12.28000000,2.780,5.12000,1.260000,0.000000,7.60,431,89.930,36.270000,M0 V,3914.00,0.51,0.54,-1.060,4.68,2.950,5.98262,1.9000,15.4089000
Kepler-26 c,Kepler-26,c,1,4,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,17.25590000,2.720,6.20000,1.610000,0.000000,4.82,385,89.090,38.500000,M0 V,3914.00,0.51,0.54,-1.060,4.68,2.950,5.08719,1.9000,15.4089000
Kepler-26 d,Kepler-26,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.54391900,1.070,1.24000,5.560000,0.000000,31.79,652,89.910,14.476000,M0 V,4486.00,0.57,0.62,-1.060,4.73,2.950,4.85351,1.9000,15.4089000
Kepler-26 e,Kepler-26,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,46.82791500,2.410,6.39000,2.510000,0.000000,1.75,276,89.870,75.000000,M0 V,4486.00,0.57,0.62,-1.060,4.73,2.950,50.49124,1.9000,15.4089000
Kepler-260 b,Kepler-260,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,8.18739900,2.010,4.70000,3.180000,0.000000,132.13,782,88.890,16.110000,,5250.00,0.86,0.92,-0.092,4.49,4.470,2.08567,,14.1176000
Kepler-260 c,Kepler-260,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,76.05017800,1.740,3.68000,3.840000,0.000000,6.78,372,89.990,82.690000,,5250.00,0.86,0.92,-0.092,4.49,4.470,1.84961,,14.1176000
Kepler-261 b,Kepler-261,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.38122700,2.180,5.39000,2.860000,0.000000,45.78,672,89.360,28.900000,,5098.00,0.79,0.88,-0.471,4.56,3.980,4.50712,,13.5287000
Kepler-261 c,Kepler-261,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,24.57085800,2.000,4.66000,3.200000,0.000000,14.51,505,87.520,51.400000,,5098.00,0.79,0.88,-0.471,4.56,3.980,3.02074,,13.5287000
Kepler-262 b,Kepler-262,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,13.06085500,1.360,2.42000,5.290000,0.000000,50.17,734,88.160,23.810000,,5841.00,0.88,0.99,-0.140,4.54,3.550,1.49784,,14.2241000
Kepler-262 c,Kepler-262,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,21.85372200,1.640,3.33000,4.150000,0.000000,25.26,618,88.950,50.830000,,5841.00,0.88,0.99,-0.140,4.54,3.550,5.20256,,14.2241000
Kepler-263 b,Kepler-263,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,16.56808700,2.670,7.61000,2.200000,0.000000,24.31,548,89.690,30.260000,,5265.00,0.79,0.80,-0.456,4.58,7.900,1.90961,,15.4167000
Kepler-263 c,Kepler-263,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,47.33277300,2.470,6.66000,2.430000,0.000000,5.99,386,89.800,129.800000,,5265.00,0.79,0.80,-0.456,4.58,7.900,18.48170,,15.4167000
Kepler-264 b,Kepler-264,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,40.80623100,3.330,11.10000,1.650000,0.000000,79.48,772,89.960,24.123000,,6158.00,1.55,1.46,0.689,4.15,2.570,0.15947,,13.0135000
Kepler-264 c,Kepler-264,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,140.10126100,2.830,8.40000,2.040000,0.000000,15.35,511,89.980,58.700000,,6158.00,1.55,1.46,0.689,4.15,2.570,0.19495,,13.0135000
Kepler-265 b,Kepler-265,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.84626200,1.860,4.12000,3.520000,0.000000,220.33,1022,89.710,15.000000,,5835.00,1.10,0.98,0.005,4.33,0.280,0.94278,,15.3522000
Kepler-265 c,Kepler-265,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,17.02893700,2.630,7.41000,2.240000,0.000000,65.36,755,89.590,28.390000,,5835.00,1.10,0.98,0.005,4.33,0.280,1.49260,,15.3522000
Kepler-265 d,Kepler-265,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,43.13061700,2.490,6.76000,2.410000,0.000000,18.94,554,89.520,51.000000,,5835.00,1.10,0.98,0.005,4.33,0.280,13.10486,,15.3522000
Kepler-265 e,Kepler-265,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,67.83102400,2.590,7.22000,2.280000,0.000000,10.35,476,89.980,71.850000,,5835.00,1.10,0.98,0.005,4.33,0.280,1.45165,,15.3522000
Kepler-266 b,Kepler-266,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.61833000,2.480,6.71000,2.420000,0.000000,230.40,1066,89.820,14.024000,,5885.00,1.03,0.95,0.012,4.45,4.790,1.11507,,15.5772000
Kepler-266 c,Kepler-266,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,107.72360100,3.890,14.40000,1.340000,0.000000,5.59,421,90.000,105.770000,,5885.00,1.03,0.95,0.012,4.45,4.790,1.78397,,15.5772000
Kepler-267 b,Kepler-267,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,3.35372800,1.980,37.90000,26.800000,0.000000,45.84,615,89.840,18.114000,M1 V,4258.00,0.56,0.54,-1.229,4.73,3.310,4.69279,,15.4693000
Kepler-267 c,Kepler-267,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.87745000,2.130,5.18000,2.950000,0.000000,17.58,484,88.260,22.000000,M1 V,4258.00,0.56,0.54,-1.229,4.73,3.310,4.69279,,15.4693000
Kepler-267 d,Kepler-267,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,28.46451500,2.270,5.77000,2.710000,0.000000,2.65,301,89.980,84.560000,M1 V,4258.00,0.56,0.54,-1.229,4.73,3.310,4.69279,,15.4693000
Kepler-268 b,Kepler-268,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,25.93413800,2.550,7.04000,2.330000,0.000000,64.93,695,89.980,14.500000,,6081.00,1.27,1.13,0.318,4.29,1.710,2.27934,,13.6678000
Kepler-268 c,Kepler-268,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,83.44639300,3.380,11.40000,1.620000,0.000000,13.66,471,89.970,99.761000,,6081.00,1.27,1.13,0.318,4.29,1.710,2.66615,,13.6678000
Kepler-269 b,Kepler-269,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.32671800,2.470,6.66000,2.430000,0.000000,730.77,1007,89.800,5.370000,,5847.00,0.96,0.92,0.368,4.50,4.570,0.98784,,15.7352000
Kepler-269 c,Kepler-269,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,8.12789900,1.690,3.50000,3.980000,0.000000,416.58,875,88.710,7.120000,,5847.00,0.96,0.92,0.368,4.50,4.570,1.14108,,15.7352000
Kepler-27 b,Kepler-27,b,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,15.33480000,4.000,2895.31000,,0.000000,28.68,610,87.950,34.230000,,5400.00,0.59,0.65,-0.329,5.40,1.620,3.22487,0.6000,15.8164000
Kepler-27 c,Kepler-27,c,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,31.33090000,4.900,4385.87000,,0.000000,11.07,481,88.620,30.800000,,5400.00,0.59,0.65,-0.329,5.40,1.620,0.71800,0.6000,15.8164000
Kepler-270 b,Kepler-270,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,11.47609400,2.010,4.70000,3.180000,0.000000,178.36,984,86.330,11.800000,,6067.00,1.46,1.17,0.312,4.20,2.730,0.71457,,13.8586000
Kepler-270 c,Kepler-270,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,25.26288700,1.770,3.78000,3.750000,0.000000,62.24,756,88.000,20.000000,,6067.00,1.46,1.17,0.312,4.20,2.730,0.30014,,13.8586000
Kepler-271 b,Kepler-271,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.43547805,1.230,2.04000,6.020000,0.000000,75.96,759,89.570,23.300000,,5555.00,0.87,0.90,-0.253,4.52,4.570,2.19626,,13.4284000
Kepler-271 c,Kepler-271,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,7.41086267,0.950,0.80900,5.180000,0.000000,119.63,850,89.790,17.600000,,5555.00,0.87,0.90,-0.253,4.52,4.570,1.87677,,13.4284000
Kepler-271 d,Kepler-271,d,1,3,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.24972541,0.660,0.21900,4.190000,0.000000,189.34,954,89.010,14.410000,,5555.00,0.87,0.90,-0.253,4.52,4.570,2.05485,,13.4284000
Kepler-272 b,Kepler-272,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.97135300,1.430,78.00000,147.000000,0.000000,801.74,1200,87.490,8.410000,,5297.00,0.93,0.86,0.066,4.43,4.900,1.08986,,14.6591000
Kepler-272 c,Kepler-272,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.05734200,1.790,97.80000,93.700000,0.000000,310.76,947,88.980,12.626000,,5297.00,0.93,0.86,0.066,4.43,4.900,1.03785,,14.6591000
Kepler-272 d,Kepler-272,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.93730400,2.250,5.69000,2.740000,0.000000,141.13,777,86.630,15.300000,,5297.00,0.93,0.86,0.066,4.43,4.900,3.75841,,14.6591000
Kepler-273 b,Kepler-273,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.93653200,1.500,2.86000,4.660000,0.000000,285.64,1209,87.290,12.820000,,5626.00,0.81,0.94,-0.341,4.51,5.100,4.62323,,14.9683000
Kepler-273 c,Kepler-273,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,8.01492700,1.980,4.58000,3.240000,0.000000,74.89,865,87.690,16.020000,,5626.00,0.81,0.94,-0.341,4.51,5.100,1.39534,,14.9683000
Kepler-274 b,Kepler-274,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,11.63478800,1.540,2.99000,4.500000,0.000000,147.81,961,89.820,16.500000,,6023.00,1.01,1.08,0.201,4.44,3.630,0.62776,,15.0319000
Kepler-274 c,Kepler-274,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,33.19786100,1.840,4.04000,3.560000,0.000000,36.52,678,88.530,57.140000,,6023.00,1.01,1.08,0.201,4.44,3.630,3.20153,,15.0319000
Kepler-275 b,Kepler-275,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,10.30068200,2.340,6.08000,2.610000,0.000000,311.76,1015,89.990,16.360000,,6165.00,1.38,1.16,0.449,4.23,0.310,0.58429,,15.2874000
Kepler-275 c,Kepler-275,c,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,16.08813400,3.380,11.40000,1.620000,0.000000,171.82,875,87.820,22.020000,,6165.00,1.38,1.16,0.449,4.23,0.310,0.78039,,15.2874000
Kepler-275 d,Kepler-275,d,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,35.67606200,3.330,11.10000,1.650000,0.000000,59.44,671,88.840,32.500000,,6165.00,1.38,1.16,0.449,4.23,0.310,0.50839,,15.2874000
Kepler-276 b,Kepler-276,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,14.12841000,2.870,8.60000,2.000000,0.000000,58.59,739,87.470,30.060000,,6105.00,1.05,1.04,-0.089,4.45,0.400,2.57496,,15.3648000
Kepler-276 c,Kepler-276,c,1,3,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,31.88400000,2.900,16.60000,3.740000,0.000000,19.79,563,86.920,17.440000,,5779.00,1.03,1.10,-0.089,4.46,0.400,1.73156,,15.3648000
Kepler-276 d,Kepler-276,d,1,3,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,48.64800000,2.800,16.30000,4.080000,0.000000,11.27,489,87.420,22.000000,,5779.00,1.03,1.10,-0.089,4.46,0.400,4.01887,,15.3648000
Kepler-277 b,Kepler-277,b,1,2,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,17.32400000,2.920,87.30000,19.300000,0.000000,198.25,964,86.030,7.590000,,5946.00,1.69,1.12,0.568,4.03,5.000,0.24777,,13.3884000
Kepler-277 c,Kepler-277,c,1,2,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,33.00600000,3.360,64.20000,9.300000,0.000000,83.90,778,89.330,11.700000,,5946.00,1.69,1.12,0.568,4.03,5.000,0.24777,,13.3884000
Kepler-278 b,Kepler-278,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,30.16054600,4.070,15.60000,1.270000,0.040000,99.27,836,87.470,17.600000,,4991.00,2.94,1.08,0.620,3.62,7.760,0.16712,,11.5296000
Kepler-278 c,Kepler-278,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,51.07877500,3.590,12.60000,1.500000,0.510000,49.15,702,89.070,25.000000,,4991.00,2.94,1.08,0.620,3.62,7.760,0.20697,,11.5296000
Kepler-279 b,Kepler-279,b,1,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,12.30968100,3.620,12.80000,1.480000,0.000000,249.02,1104,83.920,9.279000,,6363.00,1.75,1.16,0.519,4.05,0.220,0.06379,,13.5847000
Kepler-279 c,Kepler-279,c,1,3,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,35.73600000,4.300,49.40000,0.300000,0.000000,60.16,774,87.090,18.880000,,6689.45,1.07,1.10,0.519,4.42,0.220,0.04350,,13.5847000
Kepler-279 d,Kepler-279,d,1,3,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,54.41400000,3.100,37.50000,0.300000,0.000000,35.74,574,87.090,24.990000,,6689.45,1.07,1.10,0.519,4.42,0.220,0.05127,,13.5847000
Kepler-28 b,Kepler-28,b,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,5.91230000,3.600,479.90000,,0.000000,62.58,585,89.510,19.700000,M0 V,4590.00,0.70,0.75,-0.745,4.29,2.240,4.13623,,15.0257000
Kepler-28 c,Kepler-28,c,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,8.98580000,3.400,432.23000,,0.000000,35.90,509,89.980,24.640000,M0 V,4590.00,0.70,0.75,-0.745,4.29,2.240,3.50489,,15.0257000
Kepler-280 b,Kepler-280,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.13954200,1.450,2.70000,4.870000,0.000000,821.89,1425,87.190,8.089000,,5744.00,0.89,0.96,-0.064,4.54,4.270,1.74800,,14.4574000
Kepler-280 c,Kepler-280,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.80709100,2.010,4.70000,3.180000,0.000000,279.08,1088,86.650,13.500000,,5744.00,0.89,0.96,-0.064,4.54,4.270,64.09612,,14.4574000
Kepler-281 b,Kepler-281,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,14.64600800,2.820,8.35000,2.050000,0.000000,118.25,694,88.090,15.800000,,5723.00,0.90,0.95,0.146,4.53,0.600,0.42172,,15.7537000
Kepler-281 c,Kepler-281,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,36.33737300,5.310,24.40000,0.896000,0.000000,35.20,513,88.170,29.000000,,5723.00,0.90,0.95,0.146,4.53,0.600,0.24809,,15.7537000
Kepler-282 b,Kepler-282,b,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,9.22052400,1.010,1.01000,5.390000,0.000000,195.94,817,89.850,14.511000,,5602.00,0.90,0.79,0.106,4.46,0.400,0.67980,,15.1779000
Kepler-282 c,Kepler-282,c,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,13.63872300,1.200,1.87000,5.950000,0.000000,116.12,717,89.690,19.330000,,5602.00,0.90,0.79,0.106,4.46,0.400,0.73488,,15.1779000
Kepler-282 d,Kepler-282,d,1,4,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,24.80600000,2.460,61.00000,22.500000,0.000000,52.35,588,89.990,31.527000,,5699.00,0.89,0.97,0.106,4.53,0.400,0.94311,,15.1779000
Kepler-282 e,Kepler-282,e,1,4,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,44.34700000,3.100,56.20000,10.400000,0.000000,24.11,484,89.700,54.150000,,5699.00,0.89,0.97,0.106,4.53,0.400,1.36005,,15.1779000
Kepler-283 b,Kepler-283,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,11.00815100,2.130,5.18000,2.950000,0.000000,16.26,488,89.970,43.185000,,4351.00,0.57,0.60,-0.983,4.72,3.090,12.57304,,15.8753000
Kepler-283 c,Kepler-283,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,92.74371100,1.820,3.97000,3.620000,0.000000,0.95,240,89.990,132.450000,,4351.00,0.57,0.60,-0.983,4.72,3.090,0.06394,,15.8753000
Kepler-284 b,Kepler-284,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,12.69914900,2.240,5.65000,2.760000,0.000000,38.37,686,88.510,26.800000,,5615.00,0.81,0.92,-0.341,4.58,0.500,3.57325,,15.8126000
Kepler-284 c,Kepler-284,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,37.51445600,2.610,7.32000,2.260000,0.000000,9.04,478,89.600,55.200000,,5615.00,0.81,0.92,-0.341,4.58,0.500,1.88082,,15.8126000
Kepler-285 b,Kepler-285,b,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,2.63386700,1.340,2.36000,5.390000,0.000000,428.41,1131,88.820,9.910000,,5411.00,0.81,0.82,-0.279,4.58,0.600,2.44783,,15.1521000
Kepler-285 c,Kepler-285,c,1,2,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,6.18667600,1.120,1.46000,5.710000,0.000000,137.07,851,89.950,16.460000,,5411.00,0.81,0.82,-0.279,4.58,0.600,1.99799,,15.1521000
