pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor
2.20921951,0.82,0.477,4.75,0.0,999.75,1507.0,89.11,7.088
11.17931605,1.34,2.36,5.39,0.0,124.51,1159.0,89.15,28.26
2.27163926,1.29,2.21,5.66,0.0,1269.46,1522.0,89.87,4.356
0.68368426,1.41,2.57,5.04,0.0,3567.57,2023.0,40.98,1.268
85.7565495,1.08,1.28,5.58,0.0,16.73,528.0,89.51,82.6
196.435224,2.07,4.94,3.06,0.0,1.29,324.0,89.814,151.8
13.6473676,0.92,0.721,5.09,0.0,449.63,913.0,86.47,13.529
16.4735686,1.73,3.64,3.86,0.0,33.22,612.0,89.97,30.55
114.34219,2.22,5.56,2.79,0.0,12.97,429.0,89.44,53.7
4.921355,2.12,12.1,6.98,0.0,123.4,868.0,89.93,20.484
7.06424,2.05,11.8,7.53,0.0,76.2,769.0,88.42,39.98
8.70181574,1.61,3.22,4.24,0.0,56.21,750.0,89.88,22.14
5.1762429,0.81,0.457,4.73,0.0,146.22,1243.0,89.26,7.564
3.91795101,1.03,1.08,5.43,0.0,269.25,1030.0,88.27,10.83
1.5184299,2.08,4.98,3.04,0.0,6797.62,1926.0,80.83,1.55
3.9466141,1.49,2.83,4.7,0.0,276.37,981.0,88.54,10.91
47.3126192,2.06,4.9,3.08,0.0,31.17,658.0,84.51,10.11
6.76284377,1.02,1.04,5.39,0.0,724.86,1337.0,85.5,8.821
27.4785572,1.2,1.87,5.95,0.0,64.69,736.0,89.98,23.12
6.10826019,1.26,2.13,5.85,0.0,903.91,1267.0,86.57,10.53
23.6225913,0.76,0.363,4.54,0.0,74.64,797.0,89.14,27.7
6.919798,1.26,2.13,5.85,0.0,305.95,961.0,84.93,16.08
19.446355,3.03,9.43,1.86,0.0,77.05,681.0,88.21,28.0
101.951829,1.61,3.22,4.24,0.0,7.92,428.0,89.96,131.03
92.263714,2.16,5.31,2.9,0.0,14.05,469.0,89.81,80.16
10.8118737,1.47,2.76,4.77,0.0,236.0,922.0,86.49,14.63
4.36128348,1.31,2.27,5.55,0.0,243.08,1000.0,88.52,14.44
3.29030452,5.7,27.6,0.819,0.0,6.01,540.0,89.68,16.097
287.378949,6.06,30.6,0.756,0.0,3.77,350.0,89.99,123.03
4.13962966,2.02,4.74,3.16,0.0,1328.65,1352.0,87.83,9.64
7.20283653,3.69,13.2,1.44,0.0,143.12,794.0,89.92,20.2
76.378033,6.43,33.8,0.699,0.0,0.79,240.0,89.71,113.4
3.87595807,0.77,0.381,4.59,0.0,315.46,1081.0,89.89,12.897
7.810937,1.05,1.16,5.51,0.0,115.61,906.0,85.78,18.96
21.347262,2.26,5.73,2.73,0.0,30.24,648.0,87.5,43.54
509.997402,2.19,5.43,2.84,0.0,0.26,182.0,89.95,473.8
4.09513932,1.35,2.39,5.34,0.0,446.92,1122.0,75.96,4.0
448.303558,2.47,6.66,2.43,0.0,6.06,369.0,89.99,139.83
186.404271,1.58,3.12,4.35,0.0,26.26,925.0,88.51,31.9
374.876239,3.19,10.3,1.74,0.0,0.54,282.0,89.84,131.8
469.63111,3.64,12.9,1.47,0.0,0.4,200.0,89.61,133.1
425.47785,3.23,10.5,1.71,0.0,1.22,248.0,89.99,187.2
6.10960324,0.89,0.64,4.99,0.0,337.78,1093.0,89.24,8.41
259.33683,1.87,4.16,3.5,0.0,2.76,304.0,89.995,127.3
9.878482,2.58,7.18,2.3,0.0,187.85,1003.0,87.7,18.23
5.03503,1.41,2.57,5.04,0.0,370.92,1141.0,84.49,22.04
10.945723,2.73,7.9,2.13,0.0,131.49,881.0,87.17,27.7
28.986769,2.45,6.57,2.45,0.0,35.89,637.0,88.64,65.76
7.5844126,4.82,20.7,1.02,0.0,537.4,1228.0,85.04,9.42
19.672266,3.11,9.85,1.8,0.0,82.83,908.0,88.19,20.4
32.657212,2.95,9.01,1.93,0.0,42.15,767.0,89.99,42.87
12.2057513,3.2,10.3,1.73,0.0,39.91,895.0,89.85,39.81
6.6513802,2.66,7.56,2.21,0.0,89.63,1095.0,89.85,24.45
5.34264507,2.3,5.9,2.66,0.0,137.75,799.0,89.93,17.17
21.0907758,1.88,4.19,3.47,0.0,31.86,606.0,87.63,20.08
16.1779561,1.78,3.82,3.72,0.0,138.54,754.0,89.81,24.26
4.48558383,1.23,2.04,6.02,0.0,4.2,365.0,89.36,39.8
1107.5923,11.874,483.0,1.59,0.0581,,,90.097,
8.689099,1.017,1.03,5.38,0.0,2.21,307.0,89.15,44.77
19.53527,1.06,1.2,5.54,0.0,0.75,234.0,89.339,76.8
8.180848,2.32,5.99,2.64,0.0,59.8,716.0,88.51,11.46
15.31299,2.23,5.6,2.77,0.0,25.93,581.0,88.89,39.38
1.53818001,0.96,0.84,5.22,0.01,54.56,602.0,77.38,10.84
9.87863917,1.84,4.04,3.56,0.13,5.65,393.0,89.97,41.282
38.09722,1.6,3.19,4.28,0.0,0.81,268.0,89.993,91.0
140.2524,2.17,5.35,2.88,0.0,0.98,284.0,89.788,146.7
1047.8356,9.18,158.915,1.2,0.26,0.3,206.0,89.982,370.3
11.8728787,2.213,5.0,2.5,0.0,155.0,863.0,87.62,20.5
31.578659,5.02,48.6,2.13,0.836,24.94,651.0,89.31,38.7
3.84937278,11.994,1868.8404,6.36,0.0628,4055.29,2034.0,76.52,4.04
7.650254,2.27,5.77,2.71,0.0,77.54,772.0,89.96,21.8945
34.260281,2.38,6.26,2.55,0.0,10.51,468.0,89.99,56.439
1.55400393,1.73,3.64,3.86,0.0,651.41,1313.0,89.87,6.791
175.06,3.87,17.0,1.6,0.057,0.88,243.0,89.46,
17.6046,3.304,10.9,1.66,0.0,4.07,362.0,88.52,27.7
14.3868,3.033,9.45,1.86,0.0,85.46,776.0,89.98,52.421
11.9548,2.839,8.44,2.03,0.0,159.04,906.0,89.03,44.02
25.8476,2.883,8.66,1.99,0.0,48.23,672.0,89.91,33.65
40.7157,3.236,10.5,1.7,0.0,26.34,578.0,89.99,46.2
83.5781,2.984,9.19,1.9,0.0,17.31,655.0,89.59,37.8
15.434,4.348,17.4,1.16,0.0,63.79,721.0,88.09,24.5
9.51216,2.78,8.15,2.08,0.0,18.66,530.0,89.7,25.17
4.3931632,1.615,3.24,4.23,0.0,115.8,914.0,89.33,14.33
7.406114,1.548,3.01,4.46,0.0,57.7,768.0,89.3,20.3
21.803855,1.194,1.83,5.91,0.12,13.68,536.0,89.352,41.7
1071.23228,10.15,73.4,0.386,0.062,0.07,131.0,89.976,560.0
20.4998,3.356,11.2,1.63,0.0,67.67,731.0,84.41,14.2
4.16787,1.326,2.32,5.47,0.0,202.48,962.0,89.33,14.54
150.878,2.97,9.11,1.91,0.0,7.56,423.0,89.99,135.82
33.7888,2.936,8.93,1.94,0.0,33.01,611.0,89.91,47.92
62.5611,3.206,10.4,1.73,0.0,7.13,417.0,89.02,91.3
63.0382,3.125,9.93,1.79,0.0,11.1,465.0,89.98,66.852
29.9221,3.377,11.3,1.61,0.0,33.45,782.0,89.72,84.31
22.064,2.702,7.76,2.16,0.0,60.81,712.0,86.73,48.24
147.974,3.304,10.9,1.66,0.0,2.78,329.0,89.99,169.0
9.75376,2.069,4.93,3.06,0.0,103.3,813.0,89.45,30.96
4.425391,1.46,2.73,4.82,0.0,725.06,1240.0,88.95,5.42
13.193242,2.69,7.7,2.17,0.0,169.0,862.0,89.99,20.59499
8.77424,1.36,2.42,5.29,0.0,83.63,771.0,86.06,31.88
69.8956,2.553,7.05,2.33,0.0,5.33,442.0,89.08,54.6
14.8334,2.889,8.7,1.98,0.0,54.74,694.0,89.16,13.26
15.0337,1.875,4.17,3.48,0.0,47.32,669.0,89.98,35.71
47.7055,2.871,8.6,2.0,0.0,3.42,347.0,88.24,24.2
20.4905,2.577,7.16,2.3,0.0,36.01,625.0,89.98,36.66
9.30987,1.426,2.62,4.97,0.0,164.38,913.0,88.19,21.62
5.77954,1.656,3.38,4.09,0.0,30.22,598.0,82.13,6.91
5.62012,1.262,2.13,5.83,0.0,84.01,772.0,78.72,3.0
8.483,0.947,0.799,5.17,0.0,141.04,879.0,88.5,26.24
3.250619,1.13,1.51,5.75,0.0,195.22,962.0,85.27,5.8
6.195469,1.21,1.92,5.96,0.0,82.85,776.0,87.06,17.44
8.348125,1.25,2.1,5.91,0.0,55.53,702.0,86.78,10.9
13.767102,2.2,5.48,2.83,0.0,28.55,595.0,87.99,15.2
87.090195,2.58,7.18,2.3,0.0,2.44,321.0,89.15,109.5
234.636,2.811,8.3,2.05,0.0,1.2,267.0,89.99,267.07
3.8482,1.835,4.02,3.58,0.0,641.53,1283.0,88.47,12.83
5.95966,1.112,1.42,5.68,0.0,153.48,897.0,89.03,15.87
12.0999,1.289,2.21,5.67,0.0,100.37,807.0,89.69,26.04
3.89526,1.18,1.76,5.89,0.0,197.66,956.0,89.26,17.16
4.7329,1.119,1.46,5.72,0.0,198.57,957.0,89.67,20.8
65.9409,2.81,8.29,2.05,0.0,10.04,454.0,89.7,67.22
33.4969,1.26,2.12,5.83,0.0,37.3,630.0,86.86,61.34
1.2107,1.073,1.25,5.56,0.0,784.51,1351.0,83.56,3.401
3.49082,1.567,3.08,4.4,0.0,245.65,1010.0,89.64,18.57
1.4857108,14.68,778.65,1.35,0.011,1481.77,1570.0,87.2,5.48
7.930592,3.2,82.6,13.9,0.0,136.52,899.0,87.79,9.5
16.665863,2.86,8.55,2.01,0.0,50.68,702.0,89.13,31.284
234.239,2.901,8.76,1.97,0.0,2.77,329.0,89.02,55.4
169.134,2.222,5.57,2.79,0.0,1.31,273.0,89.57,151.2
18.5012,1.602,3.2,4.28,0.0,22.4,555.0,88.72,44.0
4.166972,2.34,6.08,2.61,0.0,304.18,1053.0,89.89,11.973
11.463462,2.56,7.08,2.32,0.0,78.91,752.0,89.83,34.51
39.595519,1.89,4.23,3.44,0.0,15.1,497.0,89.8,47.01
2.940309,2.35,6.12,2.59,0.0,639.48,1256.0,80.64,8.9839
6.388996,2.86,8.55,2.01,0.0,227.22,970.0,83.26,15.11
14.627119,2.25,5.69,2.74,0.0,75.29,736.0,84.97,17.1
35.118736,2.76,8.05,2.1,0.0,23.43,550.0,87.49,76.32
4.263742,1.29,2.21,5.66,0.0,599.5,1179.0,88.44,10.7
8.005777,2.43,6.48,2.48,0.0,258.42,956.0,89.74,20.02
13.98179,1.96,4.5,3.28,0.0,24.42,553.0,89.24,37.15
44.000529,1.49,2.83,4.7,0.0,5.3,377.0,89.97,66.49
247.35373,2.19,5.43,2.84,0.0,0.53,212.0,89.99,224.6
11.903515,2.56,7.08,2.32,0.0,129.64,827.0,88.78,17.8
34.035257,3.1,9.8,1.81,0.0,31.95,583.0,89.23,20.7
5.433074,1.43,2.63,4.94,0.0,123.8,841.0,86.69,17.72
12.759712,2.6,23.0,7.19,0.0,39.63,633.0,88.25,27.65
25.751974,2.51,15.2,5.28,0.0,15.54,501.0,89.53,34.0
51.16579,1.45,2.7,4.87,0.0,6.22,398.0,89.08,51.1
35.8601,3.5,5.84,0.75,0.0,30.4,549.0,89.93,38.43
49.40926,8.73,14.7,0.121,0.0,25.4,497.0,88.795,42.08
9.576694,2.9,8.75,1.97,0.0,84.57,846.0,89.89,22.293
20.552802,2.88,8.65,1.99,0.0,30.55,656.0,89.47,33.0
96.678988,3.95,14.8,1.32,0.0,3.87,392.0,89.85,126.0
2.735926,1.64,3.33,4.15,0.0,360.26,1075.0,89.0,10.778
6.40013,2.0,4.66,3.2,0.0,115.98,810.0,85.83,11.7
3.504725,2.0,6.9,4.9,0.0,355.74,1165.0,84.92,8.58
7.64159,5.49,17.3,0.59,0.0,126.08,899.0,87.68,14.43
14.85888,6.98,16.4,0.27,0.0,51.92,720.0,88.07,22.48
13.817124,1.5,2.86,4.66,0.0,72.12,781.0,83.04,25.4
41.885775,3.01,9.32,1.88,0.0,16.42,540.0,87.62,53.2
3.137873,1.27,2.15,5.77,0.0,255.58,1041.0,87.72,12.26
4.302149,1.99,4.62,3.22,0.0,168.19,937.0,87.09,16.82
9.825792,2.58,7.18,2.3,0.0,239.79,935.0,83.03,7.31
20.684342,3.43,11.6,1.58,0.0,88.85,729.0,88.74,24.1
5.687945,2.06,4.9,3.08,0.0,281.85,1088.0,87.45,19.68
11.637071,2.27,35.7,16.8,0.0,108.72,857.0,89.86,27.18
10.687576,2.36,6.17,2.58,0.0,70.36,780.0,86.89,25.36
20.303005,1.97,8.8,6.32,0.0,29.88,630.0,87.96,17.9
29.022358,2.49,6.76,2.41,0.0,18.56,559.0,88.09,22.7
1.6329,1.17,1.71,5.87,0.0,475.51,1237.0,89.04,8.05
20.729042,2.02,4.74,3.16,0.0,16.03,530.0,89.34,56.85
3.8867907,1.07,1.24,5.56,0.0,37.37,571.0,89.6,16.715
7.267302,1.25,2.1,5.91,0.0,13.98,464.0,89.9,25.031
13.342996,1.4,2.54,5.09,0.0,7.2,379.0,89.1,17.8
22.407704,1.27,2.15,5.77,0.0,3.61,319.0,89.84,52.75
129.9441,1.17,1.71,5.87,0.04,0.3,177.0,89.96,178.0
4.938864,1.41,2.57,5.04,0.0,902.24,1244.0,84.67,6.02
10.640263,2.67,7.61,2.2,0.0,324.13,963.0,85.61,10.03
2.061897,1.68,3.46,4.01,0.0,1069.23,1463.0,85.54,8.45
5.996553,3.19,10.3,1.74,0.0,257.35,1025.0,87.63,10.6
10.399931,1.21,1.92,5.96,0.0,45.39,678.0,87.28,23.65
20.134866,2.38,22.7,9.25,0.0,18.81,544.0,88.28,26.6
9.28716,2.209,8.4,10.4,0.12,93.54,762.0,89.94,21.5266
28.731,3.68,13.1,1.44,0.21,,,,
62.95,5.06,22.5,0.954,0.05,,,,
2.019999,1.56,3.05,4.41,0.0,417.24,1166.0,86.2,8.42
3.763024,1.46,2.73,4.82,0.0,181.7,948.0,86.43,19.31
9.939632,1.34,2.36,5.39,0.0,64.29,722.0,84.14,9.14
17.738506,1.86,4.12,3.52,0.0,29.74,596.0,88.16,29.0
5.94504102,2.28,5.82,2.7,0.0,127.64,857.0,86.24,18.117
9.926746,2.74,7.95,2.12,0.0,105.3,803.0,87.77,19.83
21.2234,2.79,8.2,2.07,0.0,38.22,623.0,87.86,25.3
6.47027579,1.02,1.04,5.39,0.0,186.08,926.0,85.94,15.26
11.38848,2.39,6.3,2.54,0.0,117.3,979.0,89.4,24.374
50.697494,2.75,8.0,2.11,0.0,16.03,595.0,89.88,65.71
2.092281,1.51,2.89,4.61,0.0,953.17,1648.0,87.62,6.52
17.308032,2.59,7.22,2.28,0.0,56.95,815.0,90.0,26.455
52.814973,2.4,6.35,2.52,0.0,12.86,562.0,90.0,56.38
8.307872,2.03,4.78,3.14,0.0,74.15,751.0,89.95,20.647
34.096863,1.55,3.02,4.46,0.0,11.28,469.0,89.65,24.6
20.739886,1.9,4.27,3.42,0.0,20.73,536.0,88.68,53.105
47.427737,2.24,5.65,2.76,0.0,6.88,407.0,89.27,71.8
5.599308,1.02,1.04,5.39,0.02,431.26,1142.0,79.07,6.26
10.349695,1.23,5.3,15.7,0.08,189.97,930.0,83.51,9.43
15.677563,1.22,1.98,5.99,0.03,109.09,810.0,84.55,12.43
25.209715,0.91,0.693,5.05,0.38,57.94,691.0,87.69,17.07
17.790037,2.82,8.35,2.05,0.0,44.55,655.0,89.66,31.384
49.567416,2.47,6.66,2.43,0.0,11.35,465.0,89.06,62.0
1.31184443,1.53,2.96,4.54,0.0,1444.52,1562.0,88.78,5.725
23.637604,3.11,9.85,1.8,0.0,31.68,595.0,89.97,37.075
67.093408,3.25,10.6,1.7,0.0,7.88,420.0,88.93,76.61
3.69611525,1.868,9.7,8.2,0.03,324.11,1105.0,87.355,10.34
10.85409089,3.047,12.75,2.5,0.16,77.02,772.0,89.815,21.17
77.61130017,2.744,10.07,2.7,0.0,5.59,401.0,89.708,78.23
6.09852281,0.865,3.08,,0.0,166.0,1040.0,87.632,14.26
19.57758478,1.003,14.3,,0.0,35.07,705.0,88.788,31.15
34.94,4.71,19.96,1.05,0.15,,524.0,,
8.594805,2.13,5.18,2.95,0.0,159.07,854.0,87.84,7.99
10.222157,1.59,3.15,4.31,0.0,126.36,806.0,88.23,16.9
25.672083,2.46,6.62,2.44,0.0,64.55,683.0,87.2,19.3
151.884058,2.85,8.5,2.02,0.0,6.03,378.0,89.27,63.1
4.069427,1.63,3.29,4.17,0.0,108.5,802.0,89.62,15.491
16.282493,1.85,4.08,3.54,0.0,17.07,505.0,89.46,42.02
3.162697,2.57,7.13,2.31,0.0,668.22,1308.0,85.47,9.4
5.370647,2.47,749.9,273.0,0.0,329.79,1096.0,87.46,20.378
11.32972,1.44,33.9,62.4,0.0,121.82,855.0,89.91,22.76
14.400974,2.53,6.94,2.35,0.0,79.7,828.0,86.44,14.04
25.660593,1.79,3.86,3.7,0.0,36.89,683.0,87.88,23.4
2.75564,1.51,2.89,4.61,0.0,102.56,757.0,85.06,6.8
20.306546,1.64,3.33,4.15,0.0,7.14,389.0,89.0,26.0
7.781987,1.2,1.87,5.95,0.0,192.27,983.0,84.82,12.0
13.137471,1.77,3.78,3.75,0.0,95.51,825.0,86.45,20.53
23.44281,1.19,1.81,5.9,0.0,44.17,681.0,85.83,12.71
1.611865,1.57,3.09,4.39,0.0,4097.32,1930.0,73.17,2.96
3.071571,1.5,2.86,4.66,0.0,1742.71,1556.0,74.56,4.55
5.868075,3.31,11.0,1.67,0.0,732.6,1254.0,83.38,11.5206
4.22864,1.63,3.29,4.17,0.0,639.58,1379.0,89.94,9.739
7.466623,1.39,2.51,5.14,0.0,300.17,1141.0,88.98,8.39
11.131786,1.2,1.87,5.95,0.0,176.28,999.0,89.02,11.0
16.259458,1.48,2.79,4.73,0.0,106.34,880.0,89.29,14.1
16.087845,2.26,5.73,2.73,0.0,48.66,668.0,88.05,11.35
41.749882,3.1,9.8,1.81,0.0,13.64,486.0,89.77,21.43
2.78578,1.639,5.08,6.4,0.02,3021.19,2025.0,83.2,4.929
2.453234,2.94,8.96,1.94,0.0,122.14,737.0,77.86,4.429
7.972513,3.62,12.8,1.48,0.0,25.44,497.0,85.73,11.566
4.138575,1.26,2.13,5.85,0.0,158.19,954.0,89.23,5.56
6.04045,1.29,18.3,46.8,0.0,95.44,841.0,88.58,7.1
16.257582,1.09,1.32,5.6,0.0,133.87,830.0,89.61,19.45
31.805174,2.74,7.95,2.12,0.0,54.66,664.0,86.65,29.67
2.46236,1.62,3.26,4.21,0.0,833.47,1326.0,89.72,10.5143
4.822962,2.34,6.08,2.61,0.0,339.54,1060.0,87.56,16.2
15.660544,2.61,7.32,2.26,0.0,196.4,758.0,89.17,17.345
28.7798,2.13,5.18,2.95,0.0,87.24,619.0,86.15,22.4
9.360672,1.62,3.26,4.21,0.0,105.07,784.0,86.69,21.948
14.667108,1.77,3.78,3.75,0.0,57.69,675.0,88.61,29.609
30.864423,2.39,23.6,9.5,0.0,21.4,527.0,88.93,48.621
68.16101,1.75,3.71,3.8,0.0,7.44,405.0,89.68,82.454
7.693641,2.35,6.12,2.59,0.0,540.03,1069.0,88.11,8.21
17.406669,3.04,9.48,1.85,0.0,182.06,814.0,89.94,19.807
5.374943,2.23,5.6,2.77,0.0,1366.48,1413.0,88.73,5.46
8.586004,1.85,4.08,3.54,0.0,730.81,1208.0,86.96,7.46
3.88689525,1.32,2.3,5.5,0.0,2099.75,1574.0,89.75,4.4
3.619337,1.48,2.79,4.73,0.0,460.66,1156.0,89.27,9.14
44.699576,3.14,10.0,1.77,0.0,16.15,500.0,89.46,55.49
124.5244647,2.66,7.56,2.21,0.0,4.12,356.0,90.0,100.861
4.585512,2.95,9.01,1.93,0.0,456.73,1307.0,82.38,10.563
22.714613,3.58,12.5,1.5,0.0,54.1,766.0,87.36,29.4
47.903645,2.81,19.1,4.73,0.0,20.01,598.0,88.02,63.6
289.8623,2.38,36.0,14.7,0.0,0.96,262.0,89.764,186.4
4.159807,0.81,0.457,4.73,0.0,105.0,759.0,87.37,19.91
9.034199,1.57,3.09,4.39,0.0,37.32,586.0,88.12,44.7
28.122397,0.98,0.904,5.28,0.0,8.21,401.0,89.34,39.7
45.902733,1.33,2.33,5.44,0.0,4.27,341.0,89.74,69.576
2.795906,1.71,3.57,3.92,0.0,308.88,1090.0,85.58,10.51
5.690586,2.93,15.1,3.3,0.0,119.84,860.0,87.76,17.82
10.04156,2.73,7.9,2.13,0.0,56.29,712.0,87.8,30.73
18.369917,2.63,7.41,2.24,0.0,25.16,582.0,87.37,64.8
3.936981,3.16,10.1,1.76,0.0,206.77,1004.0,85.63,10.9
10.08881,4.64,19.4,1.07,0.0,59.08,734.0,87.6,20.5
28.081912,3.69,13.2,1.44,0.0,15.09,522.0,89.46,47.38
7.38449,2.99,7.4,1.54,0.078,444.05,1042.0,90.0,10.69
9.84564,3.44,5.1,0.71,0.15,302.47,947.0,90.0,3.62
14.78869,5.24,8.0,0.31,0.037,175.95,827.0,87.94,18.935
19.72567,4.6,4.8,0.28,0.051,119.88,751.0,88.0,4.35
3.132924,1.39,2.51,5.14,0.0,201.49,937.0,89.29,11.188
5.925003,3.12,9.91,1.79,0.0,86.33,758.0,84.9,9.55
11.349393,2.3,5.9,2.66,0.0,36.29,610.0,89.14,28.71
18.643577,1.97,4.54,3.26,0.0,18.73,517.0,89.15,82.95
6.738975,1.2,1.87,5.95,0.0,38.88,579.0,89.87,18.694
18.794234,1.84,4.04,3.56,0.0,9.9,412.0,89.52,45.47
3.940997,1.55,24.0,35.4,0.0,270.4,1018.0,88.88,12.06
5.349555,2.27,45.2,21.2,0.0,180.51,919.0,89.62,13.8015
8.109044,1.22,1.98,5.99,0.0,103.64,800.0,89.92,17.46
9.488015,3.11,9.85,1.8,0.0,104.64,793.0,89.66,24.81
54.418694,3.04,9.48,1.85,0.0,10.19,443.0,89.57,96.99
2.566546,1.53,2.96,4.54,0.0,863.78,1360.0,82.17,4.12
4.134444,2.7,7.75,2.16,0.0,457.32,1160.0,83.72,5.66
11.094286,4.04,15.4,1.28,0.0,122.78,835.0,88.11,10.9
6.252972,2.2,5.48,2.83,0.0,76.22,823.0,89.68,18.94
16.068638,4.92,21.5,0.992,0.0,21.64,600.0,89.92,36.85
41.194912,3.85,14.2,1.37,0.0,6.16,439.0,89.96,70.75
7.1073,1.9,254.3,,0.06,446.11,1157.0,89.57,10.643
10.7421,3.2,858.1,,0.02,257.39,1008.0,89.86,13.79012
15.274299,2.2,17.6,9.08,0.08,161.04,896.0,89.54,19.24
32.625555,4.26,16.8,1.19,0.0,11.82,506.0,89.98,53.95
91.773242,2.04,4.82,3.12,0.0,2.98,359.0,89.61,52.9
10.065275,1.73,35.4,37.6,0.0,14.88,488.0,89.22,29.4
19.271566,1.93,24.1,18.4,0.0,6.27,393.0,89.97,45.4
4.431222,3.08,9.69,1.82,0.0,410.58,1104.0,87.72,11.142
11.379349,3.83,14.0,1.37,0.0,116.52,806.0,86.8,16.31
8.472382,2.43,6.48,2.48,0.0,85.13,751.0,89.95,24.42
60.418955,2.71,7.8,2.15,0.0,6.2,390.0,89.94,93.71
2.711506,3.7,13.2,1.43,0.0,1007.72,1420.0,89.81,7.088
7.21205,3.51,12.1,1.54,0.0,273.3,1025.0,89.95,14.003
3.340222,2.23,5.6,2.77,0.0,44.0,731.0,89.47,14.15
7.824904,1.28,2.18,5.71,0.0,14.2,555.0,89.16,24.96
20.060548,2.05,4.86,3.1,0.0,4.03,401.0,89.576,46.76
46.183669,2.22,5.56,2.79,0.0,1.33,306.0,89.997,81.52
8.295611,1.57,3.09,4.39,0.0,15.63,469.0,87.95,22.1
23.968127,2.0,4.66,3.2,0.0,3.8,329.0,89.47,45.0
4.715106,1.41,2.57,5.04,0.0,124.96,823.0,88.96,15.33
8.103636,2.08,4.98,3.04,0.0,60.64,687.0,89.87,20.09
2.090876,1.73,3.64,3.86,0.0,2500.59,1642.0,77.03,2.765
6.155557,2.39,6.3,2.54,0.0,592.3,1146.0,88.56,5.68
13.233549,3.07,9.64,1.83,0.0,213.48,888.0,89.95,9.46
23.654,5.6,169.7,5.31,0.0,98.46,731.0,89.98,23.142
50.447,2.0,13.5,9.27,0.0,35.87,568.0,89.57,23.09
11.763051,2.33,6.04,2.62,0.0,34.75,616.0,89.91,31.87
56.228098,2.51,6.85,2.38,0.0,4.32,366.0,89.56,129.92
8.1453,2.4,508.5,,0.0,252.25,1050.0,77.26,7.56
12.3335,2.8,508.5,,0.0,144.83,915.0,78.63,4.485
4.244384,1.67,3.43,4.05,0.0,601.89,1305.0,75.07,4.9
18.998355,2.78,8.15,2.08,0.0,81.51,792.0,79.72,13.3
4.144495,1.37,2.45,5.24,0.0,142.74,864.0,89.99,13.767
7.953528,2.2,102.3,52.8,0.0,59.84,696.0,89.24,23.75
12.718092,2.33,6.04,2.62,0.0,23.6,562.0,89.17,31.51
36.065978,2.57,7.13,2.31,0.0,5.88,397.0,89.77,65.37
8.20395,2.61,7.32,2.26,0.0,43.77,742.0,86.43,23.1
14.496481,2.0,4.66,3.2,0.0,20.5,613.0,84.34,33.7
5.715442,2.45,6.57,2.45,0.0,115.5,850.0,88.81,17.776
20.026218,1.99,4.62,3.22,0.0,21.72,559.0,88.43,40.7
4.311792,2.76,8.05,2.1,0.0,242.47,1038.0,89.08,12.25
9.767292,2.05,4.86,3.1,0.0,81.57,791.0,87.68,21.0
20.050401,2.31,15.2,6.78,0.0,31.27,622.0,89.31,19.25
7.49019,2.57,7.13,2.31,0.0,77.75,753.0,89.95,21.59
17.460812,2.18,225.6,120.0,0.0,25.15,568.0,89.31,60.31
36.277108,3.03,21.6,4.27,0.0,9.49,445.0,89.97,59.91
3.21982106,1.75,3.71,3.8,0.0,240.15,998.0,89.72,11.849
4.60182,2.34,6.08,2.61,0.0,141.61,896.0,87.56,13.43
11.187161,1.5,2.86,4.66,0.0,43.21,667.0,89.1,24.72
3.33616,1.64,3.33,4.15,0.0,216.11,970.0,88.88,12.255
9.439452,4.09,15.7,1.26,0.0,53.9,686.0,89.89,26.081
20.477912,3.94,14.7,1.32,0.0,19.21,530.0,89.43,50.0
6.308205,3.02,9.38,1.87,0.0,79.31,819.0,89.9,16.707
16.239494,4.07,15.6,1.27,0.0,22.46,598.0,89.92,32.02
3.306539,1.09,1.32,5.6,0.0,24.26,554.0,90.0,14.19
7.113702,1.51,2.89,4.61,0.0,12.53,429.0,89.21,24.23
15.368459,1.57,3.09,4.39,0.0,4.47,332.0,89.86,48.38
6.238297,2.748,8.7,2.32,0.0029,542.96,1185.0,92.827,13.7795
12.7207,5.217,15.2,0.588,0.0061,210.17,934.0,92.764,18.44
122.4,10.0,71.9,0.395,0.13,,,,
4.148141,1.13,1.51,5.75,0.0,148.1,938.0,89.58,12.61
7.156804,2.28,5.82,2.7,0.0,71.5,782.0,88.68,20.94
17.648312,2.18,5.39,2.86,0.0,21.46,579.0,89.27,68.2
4.790936,1.33,2.33,5.44,0.0,203.17,990.0,89.55,13.7
16.514043,2.77,8.1,2.09,0.0,38.95,655.0,89.22,31.38
30.133001,2.77,8.1,2.09,0.0,17.48,536.0,88.21,28.5
99.640161,2.77,8.1,2.09,0.0,3.55,360.0,89.99,175.84
6.668391,1.23,2.04,6.02,0.0,39.26,587.0,88.24,25.9
10.848463,2.15,5.27,2.91,0.0,20.51,499.0,89.57,28.786
3.783986,1.63,3.29,4.17,0.0,194.35,949.0,86.54,15.03
10.281951,2.65,7.51,2.22,0.0,51.27,680.0,89.59,23.23
18.119869,3.17,10.2,1.76,0.0,24.08,563.0,89.64,33.19
5.826662,3.87,14.3,1.36,0.0,184.34,1013.0,89.88,15.796
12.412183,2.15,3.2,1.77,0.0,67.22,787.0,89.95,27.59
