system_name,sy_snum,sy_pnum,sy_mnum
Kepler-381,1,2,0
Kepler-382,1,2,0
Kepler-383,1,2,0
Kepler-384,1,2,0
Kepler-385,1,3,0
Kepler-386,1,2,0
Kepler-387,1,2,0
Kepler-388,1,2,0
Kepler-389,1,2,0
Kepler-39,1,1,0
Kepler-390,2,2,0
Kepler-391,1,2,0
Kepler-392,1,2,0
Kepler-393,1,2,0
Kepler-394,1,2,0
Kepler-395,1,2,0
Kepler-396,1,2,0
Kepler-397,1,2,0
Kepler-398,1,3,0
Kepler-399,1,3,0
Kepler-4,1,1,0
Kepler-40,1,1,0
Kepler-400,1,2,0
Kepler-401,1,3,0
Kepler-402,1,4,0
Kepler-403,1,3,0
Kepler-404,1,2,0
Kepler-405,1,2,0
Kepler-406,1,2,0
Kepler-407,1,2,0
Kepler-408,1,1,0
Kepler-409,1,1,0
Kepler-41,1,1,0
Kepler-410 A,2,1,0
Kepler-411,2,4,0
Kepler-412,1,1,0
Kepler-413,2,1,0
Kepler-414,1,2,0
Kepler-415,1,2,0
Kepler-416,1,2,0
Kepler-417,1,2,0
Kepler-418,1,1,0
Kepler-419,1,2,0
Kepler-42,1,3,0
Kepler-421,1,1,0
Kepler-422,1,1,0
Kepler-423,1,1,0
Kepler-424,1,2,0
Kepler-425,1,1,0
Kepler-426,1,1,0
Kepler-427,1,1,0
Kepler-428,1,1,0
Kepler-43,1,1,0
Kepler-430,1,2,0
Kepler-431,1,3,0
Kepler-432,2,2,0
Kepler-433,1,1,0
Kepler-434,1,1,0
Kepler-435,1,1,0
Kepler-436,1,2,0
Kepler-437,1,1,0
Kepler-438,1,1,0
Kepler-439,1,1,0
Kepler-44,1,1,0
Kepler-440,1,1,0
Kepler-441,1,1,0
Kepler-442,1,1,0
Kepler-443,1,1,0
Kepler-444,3,5,0
Kepler-445,1,3,0
Kepler-446,1,3,0
Kepler-447,1,1,0
Kepler-449,1,2,0
Kepler-45,1,1,0
Kepler-450,1,3,0
Kepler-452,1,1,0
Kepler-453,2,1,0
Kepler-454,2,2,0
Kepler-46,1,3,0
Kepler-461,1,1,0
Kepler-462,1,2,0
Kepler-463,1,1,0
Kepler-464,1,1,0
Kepler-465,1,1,0
Kepler-466,1,2,0
Kepler-467,1,1,0
Kepler-468,1,1,0
Kepler-47,2,3,0
Kepler-470,1,1,0
Kepler-471,1,1,0
Kepler-472,1,1,0
Kepler-473,1,1,0
Kepler-474,1,1,0
Kepler-475,1,1,0
Kepler-476,1,1,0
Kepler-477,2,1,0
Kepler-478,1,1,0
Kepler-479,1,1,0
Kepler-48,1,4,0
Kepler-480,1,1,0
Kepler-481,1,1,0
Kepler-482,1,1,0
Kepler-483,1,1,0
Kepler-484,1,1,0
Kepler-485,1,1,0
Kepler-486,1,1,0
Kepler-487,1,2,0
Kepler-488,1,1,0
Kepler-489,1,1,0
Kepler-49,1,4,0
Kepler-490,1,1,0
Kepler-491,1,1,0
Kepler-492,1,1,0
Kepler-493,1,1,0
Kepler-494,1,1,0
Kepler-495,1,1,0
Kepler-496,1,1,0
Kepler-497,1,1,0
Kepler-498,1,1,0
Kepler-499,1,1,0
Kepler-5,1,1,0
Kepler-50,1,2,0
Kepler-500,1,1,0
Kepler-501,1,1,0
Kepler-502,1,1,0
Kepler-504,2,1,0
Kepler-505,1,1,0
Kepler-506,1,1,0
Kepler-507,1,1,0
Kepler-508,1,1,0
Kepler-509,1,1,0
Kepler-51,1,3,0
Kepler-510,1,1,0
Kepler-511,1,1,0
Kepler-512,1,1,0
Kepler-513,1,1,0
Kepler-514,2,1,0
Kepler-515,2,1,0
Kepler-516,1,1,0
Kepler-517,2,1,0
Kepler-518,1,1,0
Kepler-519,2,1,0
Kepler-52,1,3,0
Kepler-520,1,2,0
Kepler-521,1,1,0
Kepler-522,1,1,0
Kepler-523,1,1,0
Kepler-524,1,2,0
Kepler-525,1,1,0
Kepler-526,1,1,0
Kepler-527,1,1,0
Kepler-528,1,1,0
Kepler-529,1,2,0
Kepler-53,1,3,0
Kepler-530,2,1,0
Kepler-531,1,1,0
Kepler-532,1,1,0
Kepler-533,1,1,0
Kepler-534,1,1,0
Kepler-535,1,1,0
Kepler-536,1,1,0
Kepler-537,1,1,0
Kepler-538,2,1,0
Kepler-539,1,2,0
Kepler-54,1,3,0
Kepler-540,1,1,0
Kepler-541,1,1,0
Kepler-542,1,1,0
Kepler-543,1,1,0
Kepler-544,1,1,0
Kepler-545,1,1,0
Kepler-546,1,1,0
Kepler-547,1,1,0
Kepler-548,1,1,0
Kepler-549,1,2,0
Kepler-55,1,5,0
Kepler-550,1,1,0
Kepler-551,1,1,0
Kepler-552,1,1,0
Kepler-553,1,2,0
Kepler-554,1,1,0
Kepler-555,1,1,0
Kepler-556,1,1,0
Kepler-557,1,1,0
Kepler-558,1,1,0
Kepler-559,1,1,0
Kepler-56,1,3,0
Kepler-560,2,1,0
Kepler-561,1,2,0
Kepler-562,1,1,0
Kepler-563,1,1,0
Kepler-564,1,1,0
Kepler-565,1,1,0
Kepler-566,1,1,0
Kepler-567,1,1,0
Kepler-568,1,1,0
Kepler-569,1,1,0
Kepler-57,1,2,0
Kepler-570,1,1,0
Kepler-571,1,1,0
Kepler-572,1,1,0
Kepler-573,1,1,0
Kepler-574,1,1,0
Kepler-575,1,1,0
Kepler-576,1,1,0
Kepler-577,1,1,0
Kepler-578,1,1,0
Kepler-579,1,1,0
Kepler-58,1,3,0
Kepler-580,1,1,0
Kepler-581,1,1,0
Kepler-582,1,1,0
Kepler-583,1,1,0
Kepler-584,1,1,0
Kepler-585,1,1,0
Kepler-586,1,1,0
Kepler-587,1,1,0
Kepler-588,1,1,0
Kepler-589,1,1,0
Kepler-59,1,2,0
Kepler-590,1,1,0
Kepler-591,1,1,0
Kepler-592,1,1,0
Kepler-593,1,1,0
Kepler-594,1,1,0
Kepler-595,1,2,0
Kepler-596,1,1,0
Kepler-597,1,1,0
Kepler-598,1,2,0
Kepler-599,1,1,0
Kepler-6,1,1,0
Kepler-60,1,3,0
Kepler-600,1,1,0
Kepler-601,1,1,0
Kepler-602,1,1,0
Kepler-603,1,3,0
Kepler-604,1,1,0
Kepler-605,1,2,0
Kepler-606,1,1,0
Kepler-607,1,1,0
Kepler-608,1,1,0
Kepler-609,1,1,0
Kepler-61,1,1,0
Kepler-610,1,2,0
Kepler-611,1,1,0
Kepler-612,1,1,0
Kepler-613,1,1,0
Kepler-614,1,1,0
Kepler-615,1,1,0
Kepler-616,1,2,0
Kepler-617,1,1,0
Kepler-618,1,1,0
Kepler-619,1,2,0
Kepler-62,1,5,0
Kepler-620,1,1,0
Kepler-621,1,1,0
Kepler-622,1,1,0
Kepler-623,1,1,0
Kepler-624,1,1,0
Kepler-625,1,2,0
Kepler-626,1,1,0
Kepler-627,1,1,0
Kepler-628,1,1,0
Kepler-629,1,1,0
Kepler-63,1,1,0
Kepler-630,1,1,0
Kepler-631,1,1,0
Kepler-632,1,1,0
Kepler-633,1,1,0
Kepler-634,1,1,0
Kepler-635,1,1,0
Kepler-636,2,1,0
Kepler-637,1,1,0
Kepler-638,1,1,0
Kepler-639,1,1,0
Kepler-640,1,1,0
Kepler-641,1,1,0
Kepler-642,1,1,0
Kepler-643,1,1,0
Kepler-644,1,1,0
Kepler-645,1,1,0
Kepler-646,1,1,0
Kepler-647,1,2,0
Kepler-648,1,1,0
Kepler-649,1,1,0
Kepler-65,1,4,0
Kepler-650,1,1,0
Kepler-651,1,1,0
Kepler-652,1,1,0
Kepler-653,1,2,0
Kepler-654,1,1,0
Kepler-655,1,1,0
Kepler-656,1,1,0
Kepler-657,1,1,0
Kepler-658,1,1,0
Kepler-659,1,1,0
Kepler-66,1,1,0
Kepler-660,1,1,0
Kepler-661,1,1,0
Kepler-662,1,1,0
Kepler-663,1,1,0
Kepler-664,1,1,0
Kepler-665,1,1,0
Kepler-666,1,1,0
Kepler-667,1,1,0
Kepler-668,1,1,0
Kepler-669,1,1,0
Kepler-67,1,1,0
Kepler-670,1,1,0
Kepler-671,1,1,0
Kepler-672,1,1,0
Kepler-673,1,1,0
Kepler-674,1,1,0
Kepler-675,1,1,0
Kepler-676,1,1,0
Kepler-677,1,1,0
Kepler-678,1,1,0
Kepler-679,1,1,0
Kepler-68,2,3,0
Kepler-680,1,1,0
Kepler-681,1,1,0
Kepler-682,1,1,0
Kepler-683,1,1,0
Kepler-684,1,1,0
Kepler-685,1,1,0
Kepler-686,1,1,0
Kepler-687,1,1,0
Kepler-688,1,1,0
Kepler-689,1,1,0
Kepler-69,1,2,0
Kepler-690,1,1,0
Kepler-691,1,1,0
Kepler-692,1,1,0
Kepler-693,2,1,0
Kepler-694,1,1,0
Kepler-695,1,1,0
Kepler-696,1,1,0
Kepler-697,1,1,0
Kepler-698,1,1,0
Kepler-699,1,1,0
Kepler-7,1,1,0
Kepler-700,1,1,0
Kepler-701,1,1,0
Kepler-702,1,1,0
Kepler-703,1,1,0
Kepler-704,1,1,0
Kepler-705,1,1,0
Kepler-706,1,1,0
Kepler-707,1,1,0
Kepler-708,1,1,0
Kepler-709,1,1,0
Kepler-710,1,1,0
Kepler-711,1,1,0
Kepler-712,1,2,0
Kepler-713,1,1,0
Kepler-714,1,1,0
Kepler-715,1,1,0
Kepler-716,1,2,0
Kepler-717,1,1,0
Kepler-718,1,1,0
Kepler-719,1,1,0
Kepler-720,1,1,0
Kepler-721,1,1,0
Kepler-722,1,2,0
Kepler-723,1,1,0
Kepler-724,1,1,0
Kepler-725,1,1,0
Kepler-726,1,1,0
Kepler-727,1,1,0
Kepler-728,1,1,0
Kepler-729,1,1,0
Kepler-730,1,2,0
Kepler-731,1,1,0
Kepler-732,1,2,0
Kepler-733,1,1,0
Kepler-734,1,1,0
Kepler-735,1,1,0
Kepler-736,1,1,0
Kepler-737,1,1,0
Kepler-738,1,1,0
Kepler-739,1,1,0
Kepler-74,1,1,0
Kepler-740,1,1,0
Kepler-741,1,1,0
Kepler-742,1,1,0
Kepler-743,2,1,0
Kepler-744,1,1,0
Kepler-745,1,1,0
Kepler-746,1,1,0
Kepler-747,1,1,0
Kepler-748,1,1,0
Kepler-749,1,1,0
Kepler-75,1,1,0
Kepler-750,1,2,0
Kepler-751,1,1,0
Kepler-752,1,1,0
Kepler-753,1,1,0
Kepler-754,1,1,0
Kepler-755,2,2,0
Kepler-756,1,1,0
Kepler-757,1,1,0
Kepler-758,1,4,0
Kepler-759,1,1,0
Kepler-76,1,1,0
Kepler-760,1,2,0
Kepler-761,1,1,0
Kepler-762,1,1,0
Kepler-763,1,1,0
Kepler-764,1,1,0
Kepler-765,1,1,0
Kepler-766,1,1,0
Kepler-767,1,1,0
Kepler-768,1,1,0
Kepler-769,1,2,0
Kepler-77,1,1,0
Kepler-770,1,3,0
Kepler-771,1,1,0
Kepler-772,1,1,0
Kepler-773,1,1,0
Kepler-774,1,1,0
Kepler-775,1,1,0
Kepler-776,1,1,0
Kepler-777,1,1,0
Kepler-778,1,1,0
Kepler-779,2,1,0
Kepler-78,2,1,0
Kepler-780,1,1,0
Kepler-781,1,1,0
Kepler-782,1,1,0
Kepler-783,1,2,0
Kepler-784,1,1,0
Kepler-785,1,1,0
Kepler-786,1,1,0
Kepler-787,1,1,0
Kepler-788,1,1,0
Kepler-789,1,1,0
Kepler-79,1,4,0
Kepler-790,1,1,0
Kepler-791,1,1,0
Kepler-792,1,1,0
Kepler-793,1,1,0
Kepler-794,1,1,0
Kepler-795,2,1,0
Kepler-796,1,1,0
Kepler-797,1,1,0
Kepler-798,1,1,0
Kepler-799,1,1,0
Kepler-8,1,1,0
Kepler-80,1,6,0
Kepler-800,1,1,0
Kepler-801,1,1,0
Kepler-802,1,1,0
Kepler-803,1,1,0
Kepler-804,1,2,0
Kepler-805,1,1,0
Kepler-806,1,1,0
Kepler-807,1,1,0
Kepler-808,1,1,0
Kepler-809,1,1,0
Kepler-81,1,3,0
Kepler-810,1,1,0
Kepler-811,1,1,0
Kepler-812,1,1,0
Kepler-813,1,1,0
Kepler-814,1,1,0
Kepler-815,1,1,0
Kepler-816,1,1,0
Kepler-817,1,1,0
Kepler-818,1,1,0
Kepler-819,1,1,0
Kepler-82,1,5,0
Kepler-820,1,1,0
Kepler-821,1,1,0
Kepler-822,1,1,0
Kepler-823,1,1,0
Kepler-824,1,1,0
Kepler-825,1,2,0
Kepler-826,1,1,0
Kepler-827,1,1,0
Kepler-828,1,1,0
Kepler-829,1,1,0
Kepler-83,2,3,0
Kepler-830,1,1,0
Kepler-831,1,1,0
Kepler-832,1,1,0
Kepler-833,1,1,0
Kepler-834,1,1,0
Kepler-835,1,1,0
Kepler-836,1,1,0
Kepler-837,1,1,0
Kepler-838,1,1,0
Kepler-839,1,1,0
Kepler-84,1,5,0
Kepler-840,1,1,0
Kepler-841,1,1,0
Kepler-842,1,1,0
Kepler-843,1,1,0
Kepler-844,1,1,0
Kepler-845,1,1,0
Kepler-846,1,1,0
Kepler-847,1,1,0
Kepler-848,1,1,0
Kepler-849,1,1,0
Kepler-85,1,4,0
Kepler-850,1,1,0
Kepler-851,1,1,0
Kepler-852,1,1,0
Kepler-853,1,1,0
Kepler-854,1,1,0
Kepler-855,1,1,0
Kepler-856,1,1,0
Kepler-857,1,1,0
Kepler-858,1,1,0
Kepler-859,1,1,0
Kepler-860,1,1,0
Kepler-861,1,1,0
Kepler-862,1,1,0
Kepler-863,1,1,0
Kepler-864,1,1,0
Kepler-865,1,1,0
Kepler-866,1,1,0
Kepler-867,1,1,0
Kepler-868,1,1,0
Kepler-869,1,1,0
Kepler-87,1,2,0
Kepler-870,1,1,0
Kepler-871,1,1,0
Kepler-872,1,1,0
Kepler-873,1,1,0
Kepler-874,1,1,0
Kepler-875,1,1,0
Kepler-876,1,1,0
Kepler-877,1,1,0
Kepler-878,1,1,0
Kepler-879,1,1,0
Kepler-880,1,1,0
Kepler-881,1,1,0
Kepler-882,1,1,0
Kepler-883,1,1,0
Kepler-884,1,1,0
Kepler-885,1,1,0
Kepler-886,1,1,0
Kepler-887,1,2,0
Kepler-888,1,1,0
Kepler-889,1,1,0
Kepler-890,1,1,0
Kepler-891,1,1,0
Kepler-892,1,1,0
Kepler-893,1,1,0
Kepler-894,1,1,0
Kepler-895,1,1,0
Kepler-896,1,1,0
Kepler-897,1,1,0
Kepler-898,1,1,0
Kepler-899,1,1,0
Kepler-9,1,3,0
Kepler-900,1,1,0
Kepler-901,1,1,0
Kepler-902,1,1,0
Kepler-903,1,2,0
Kepler-904,1,1,0
Kepler-905,1,1,0
Kepler-906,1,1,0
Kepler-907,1,1,0
Kepler-908,3,1,0
Kepler-909,1,1,0
Kepler-91,1,1,0
Kepler-910,1,1,0
Kepler-911,1,1,0
Kepler-912,1,1,0
Kepler-913,1,1,0
Kepler-914,1,1,0
Kepler-915,1,1,0
Kepler-916,1,1,0
Kepler-917,1,1,0
Kepler-918,1,1,0
Kepler-919,1,1,0
Kepler-92,1,3,0
Kepler-920,1,2,0
Kepler-921,1,1,0
Kepler-922,1,1,0
Kepler-923,1,1,0
Kepler-924,1,1,0
Kepler-925,1,1,0
Kepler-926,1,1,0
Kepler-927,1,1,0
Kepler-928,1,1,0
Kepler-929,1,1,0
Kepler-93,1,2,0
Kepler-930,1,1,0
Kepler-931,1,1,0
Kepler-932,1,1,0
Kepler-933,1,1,0
Kepler-934,1,1,0
Kepler-935,1,1,0
Kepler-936,1,1,0
Kepler-937,1,2,0
Kepler-938,1,1,0
Kepler-939,1,1,0
Kepler-94,1,2,0
Kepler-940,1,1,0
Kepler-941,1,1,0
Kepler-942,1,1,0
Kepler-943,1,1,0
Kepler-944,1,1,0
Kepler-945,1,1,0
Kepler-946,1,1,0
Kepler-947,1,1,0
Kepler-948,1,1,0
Kepler-949,1,1,0
Kepler-95,1,1,0
Kepler-950,1,1,0
Kepler-951,2,1,0
Kepler-952,1,1,0
Kepler-953,1,2,0
Kepler-954,1,1,0
Kepler-955,1,1,0
Kepler-956,1,1,0
Kepler-957,1,1,0
Kepler-958,1,1,0
Kepler-959,1,1,0
Kepler-96,1,1,0
Kepler-960,1,1,0
Kepler-961,1,1,0
Kepler-962,1,1,0
Kepler-963,1,1,0
Kepler-964,1,1,0
Kepler-965,1,1,0
Kepler-966,1,1,0
Kepler-967,1,2,0
Kepler-968,1,2,0
Kepler-969,1,2,0
Kepler-97,1,2,0
Kepler-970,2,1,0
Kepler-971,1,1,0
Kepler-972,1,1,0
Kepler-973,1,1,0
Kepler-974,1,1,0
Kepler-975,1,1,0
Kepler-976,1,1,0
Kepler-977,1,1,0
Kepler-978,1,1,0
Kepler-979,1,1,0
Kepler-98,1,1,0
Kepler-980,1,1,0
Kepler-981,1,1,0
Kepler-982,1,1,0
Kepler-983,1,1,0
Kepler-984,1,1,0
Kepler-985,1,1,0
Kepler-986,1,1,0
Kepler-987,1,1,0
Kepler-988,1,1,0
Kepler-989,1,1,0
Kepler-99,2,1,0
Kepler-990,1,2,0
Kepler-991,1,1,0
Kepler-992,1,1,0
Kepler-993,1,1,0
Kepler-994,1,1,0
Kepler-995,1,1,0
Kepler-996,1,1,0
Kepler-997,1,1,0
Kepler-998,1,1,0
Kepler-999,1,1,0
L 168-9,1,1,0
L 98-59,1,3,0
LHS 1140,1,2,0
LHS 1478,1,1,0
LHS 1815,1,1,0
LHS 3844,1,1,0
LP 714-47,1,1,0
LP 791-18,1,2,0
LSPM J2116+0234,1,1,0
LTT 1445 A,3,1,0
LTT 3780,2,2,0
LTT 9779,1,1,0
LkCa 15,1,2,0
Lupus-TR-3,1,1,0
MASCARA-1,1,1,0
MASCARA-4,2,1,0
MOA-2007-BLG-192L,1,1,0
MOA-2007-BLG-400L,1,1,0
MOA-2008-BLG-310L,1,1,0
MOA-2008-BLG-379L,1,1,0
MOA-2009-BLG-266L,1,1,0
MOA-2009-BLG-319L,1,1,0
MOA-2009-BLG-387L,1,1,0
MOA-2010-BLG-073L,1,1,0
MOA-2010-BLG-117L,1,1,0
MOA-2010-BLG-328L,1,1,0
MOA-2010-BLG-353L,1,1,0
MOA-2010-BLG-477L,1,1,0
MOA-2011-BLG-028L,1,1,0
MOA-2011-BLG-262L,1,1,0
MOA-2011-BLG-291L,1,1,0
MOA-2011-BLG-293L,1,1,0
MOA-2011-BLG-322L,1,1,0
MOA-2012-BLG-006L,1,1,0
MOA-2012-BLG-505L,1,1,0
MOA-2013-BLG-220L,1,1,0
MOA-2013-BLG-605L,1,1,0
MOA-2015-BLG-337L,1,1,0
MOA-2016-BLG-227L,1,1,0
MOA-2016-BLG-319L,1,1,0
MOA-bin-1L,1,1,0
MOA-bin-29,1,1,0
MXB 1658-298,2,1,0
NGC 2682 Sand 364,1,1,0
NGC 2682 Sand 978,1,1,0
NGC 2682 YBP 1194,1,1,0
NGC 2682 YBP 1514,1,1,0
NGC 2682 YBP 401,1,1,0
NGTS-1,1,1,0
NGTS-10,1,1,0
NGTS-11,1,1,0
NGTS-12,1,1,0
NGTS-13,1,1,0
NGTS-14 A,2,1,0
NGTS-15,1,1,0
NGTS-16,1,1,0
NGTS-17,1,1,0
NGTS-18,1,1,0
NGTS-2,1,1,0
NGTS-3 A,2,1,0
NGTS-4,1,1,0
NGTS-5,1,1,0
NGTS-6,1,1,0
NGTS-8,1,1,0
NGTS-9,1,1,0
NN Ser,2,2,0
NSVS 14256825,2,1,0
NY Vir,2,2,0
OGLE-2003-BLG-235L,1,1,0
OGLE-2005-BLG-071L,1,1,0
OGLE-2005-BLG-169L,1,1,0
OGLE-2005-BLG-390L,1,1,0
OGLE-2006-BLG-109L,1,2,0
OGLE-2007-BLG-349L A,2,1,0
OGLE-2007-BLG-368L,1,1,0
OGLE-2008-BLG-092L,2,1,0
OGLE-2008-BLG-355L,1,1,0
OGLE-2011-BLG-0173L,1,1,0
OGLE-2011-BLG-0251L,1,1,0
OGLE-2011-BLG-0265L,1,1,0
OGLE-2012-BLG-0026L,1,2,0
OGLE-2012-BLG-0358L,1,1,0
OGLE-2012-BLG-0406L,1,1,0
OGLE-2012-BLG-0563L,1,1,0
OGLE-2012-BLG-0724L,1,1,0
OGLE-2012-BLG-0838L,1,1,0
OGLE-2012-BLG-0950L,1,1,0
OGLE-2013-BLG-0102L,1,1,0
OGLE-2013-BLG-0132L,1,1,0
OGLE-2013-BLG-0341L B,2,1,0
OGLE-2013-BLG-0911L,1,1,0
OGLE-2013-BLG-1721L,1,1,0
OGLE-2013-BLG-1761L,1,1,0
OGLE-2014-BLG-0124L,1,1,0
OGLE-2014-BLG-0676L,1,1,0
OGLE-2014-BLG-1722L,1,2,0
OGLE-2014-BLG-1760L,1,1,0
OGLE-2015-BLG-0051L,1,1,0
OGLE-2015-BLG-0954L,1,1,0
OGLE-2015-BLG-0966L,1,1,0
OGLE-2015-BLG-1649L,1,1,0
OGLE-2015-BLG-1670L,1,1,0
OGLE-2015-BLG-1771L,1,1,0
OGLE-2016-BLG-0263L,1,1,0
OGLE-2016-BLG-0613L AB,2,1,0
OGLE-2016-BLG-1067L,1,1,0
OGLE-2016-BLG-1190L,1,1,0
OGLE-2016-BLG-1195L,1,1,0
OGLE-2016-BLG-1227L,1,1,0
OGLE-2017-BLG-0173L,1,1,0
OGLE-2017-BLG-0373L,1,1,0
OGLE-2017-BLG-0406L,1,1,0
OGLE-2017-BLG-0482L,1,1,0
OGLE-2017-BLG-0604L,1,1,0
OGLE-2017-BLG-1049L,1,1,0
OGLE-2017-BLG-1140L,1,1,0
OGLE-2017-BLG-1375L,1,1,0
OGLE-2017-BLG-1434L,1,1,0
OGLE-2017-BLG-1522L,1,1,0
OGLE-2018-BLG-0596L,1,1,0
OGLE-2018-BLG-0677L,1,1,0
OGLE-2018-BLG-0740L,1,1,0
OGLE-2018-BLG-1011L,1,2,0
OGLE-2018-BLG-1269L,1,1,0
OGLE-2018-BLG-1428L,1,1,0
OGLE-2018-BLG-1700L,2,1,0
OGLE-TR-10,1,1,0
OGLE-TR-111,1,1,0
OGLE-TR-113,1,1,0
OGLE-TR-132,1,1,0
OGLE-TR-182,1,1,0
OGLE-TR-211,1,1,0
OGLE-TR-56,1,1,0
OGLE2-TR-L9,1,1,0
Oph 11,1,1,0
PDS 70,1,2,0
PH1,4,1,0
PH2,1,1,0
POTS-1,1,1,0
PSR B0329+54,1,1,0
PSR B1257+12,1,3,0
PSR B1620-26,2,1,0
PSR J1719-1438,1,1,0
PSR J2322-2650,1,1,0
Pr0201,1,1,0
Pr0211,2,2,0
Proxima Cen,3,1,0
Qatar-1,1,1,0
Qatar-10,1,1,0
Qatar-2,1,1,0
Qatar-3,1,1,0
Qatar-4,1,1,0
Qatar-5,1,1,0
Qatar-6,2,1,0
Qatar-7,1,1,0
Qatar-8,1,1,0
Qatar-9,1,1,0
ROXs 12,2,1,0
ROXs 42 B,2,1,0
RR Cae,2,1,0
Ross 128,1,1,0
Ross 458,2,1,0
SR 12 AB,2,1,0
SWEEPS-11,1,1,0
SWEEPS-4,1,1,0
TAP 26,1,1,0
TCP J05074264+2447555,1,1,0
TIC 237913194,1,1,0
TOI-1130,1,2,0
TOI-122,1,1,0
TOI-1235,1,1,0
TOI-125,1,3,0
TOI-1266,1,2,0
TOI-132,1,1,0
TOI-1333,2,1,0
TOI-1338,2,1,0
TOI-1478,1,1,0
TOI-150,1,1,0
TOI-157,1,1,0
TOI-1601,1,1,0
TOI-163,1,1,0
TOI-169,1,1,0
TOI-172,1,1,0
TOI-1728,1,1,0
TOI-178,1,6,0
TOI-1899,1,1,0
TOI-201,1,1,0
TOI-216,1,2,0
TOI-237,1,1,0
TOI-251,1,1,0
TOI-257,1,1,0
TOI-270,1,3,0
TOI-421,2,2,0
TOI-451,2,3,0
TOI-481,1,1,0
TOI-519,1,1,0
TOI-540,1,1,0
TOI-561,1,5,0
TOI-564,1,1,0
TOI-628,1,1,0
TOI-640,1,1,0
TOI-677,1,1,0
TOI-700,1,3,0
TOI-763,1,2,0
TOI-776,1,2,0
TOI-813,1,1,0
TOI-824,1,1,0
TOI-837,1,1,0
TOI-849,1,1,0
TOI-892,1,1,0
TOI-905,1,1,0
TOI-942,3,2,0
TOI-954,1,1,0
TRAPPIST-1,1,7,0
TYC 0434-04538-1,1,1,0
TYC 1422-614-1,1,2,0
TYC 3318-01333-1,1,1,0
TYC 3667-1280-1,1,1,0
TYC 4282-00605-1,1,1,0
TYC 8998-760-1,1,2,0
Teegarden's Star,1,2,0
TrES-1,2,1,0
TrES-2,2,1,0
TrES-3,1,1,0
TrES-4,2,1,0
TrES-5,1,1,0
UKIRT-2017-BLG-001L,1,1,0
USco CTIO 108,1,1,0
USco1556 A,1,1,0
USco1621 A,1,1,0
UZ For,2,2,0
V0391 Peg,1,1,0
V1298 Tau,1,4,0
V830 Tau,1,1,0
VHS J125601.92-125723.9,2,1,0
WASP-1,2,1,0
WASP-10,1,1,0
WASP-100,2,1,0
WASP-101,1,1,0
WASP-103,1,1,0
WASP-104,2,1,0
WASP-105,1,1,0
WASP-106,1,1,0
WASP-107,1,2,0
WASP-11,3,1,0
WASP-113,1,1,0
WASP-114,2,1,0
WASP-117,1,1,0
WASP-118,1,1,0
WASP-119,1,1,0
WASP-12,3,1,0
WASP-120,1,1,0
WASP-121,1,1,0
WASP-123,2,1,0
WASP-124,1,1,0
WASP-126,1,2,0
WASP-127,2,1,0
WASP-129,2,1,0
WASP-13,1,1,0
WASP-130,1,1,0
WASP-131,1,1,0
WASP-132,1,1,0
WASP-133,1,1,0
WASP-135,1,1,0
WASP-136,1,1,0
WASP-138,1,1,0
WASP-139,2,1,0
WASP-14,3,1,0
WASP-140,2,1,0
WASP-141,1,1,0
WASP-142,1,1,0
WASP-144,1,1,0
WASP-145 A,2,1,0
WASP-147,1,1,0
WASP-148,1,2,0
WASP-15,1,1,0
WASP-150,1,1,0
WASP-151,1,1,0
WASP-153,1,1,0
WASP-156,1,1,0
WASP-157,1,1,0
WASP-158,1,1,0
WASP-159,1,1,0
WASP-16,1,1,0
WASP-160 B,2,1,0
WASP-161,1,1,0
WASP-162,1,1,0
WASP-163,1,1,0
WASP-164,1,1,0
WASP-165,1,1,0
WASP-166,1,1,0
WASP-167,1,1,0
WASP-168,2,1,0
WASP-169,1,1,0
WASP-17,1,1,0
WASP-170,1,1,0
WASP-171,1,1,0
WASP-172,1,1,0
WASP-173 A,2,1,0
WASP-174,1,1,0
WASP-175,1,1,0
WASP-176,1,1,0
WASP-177,1,1,0
WASP-178,1,1,0
WASP-18,2,2,0
WASP-180 A,2,1,0
WASP-181,1,1,0
WASP-182,1,1,0
WASP-183,1,1,0
WASP-184,1,1,0
WASP-185,1,1,0
WASP-186,1,1,0
WASP-187,1,1,0
WASP-19,1,1,0
WASP-190,1,1,0
WASP-192,1,1,0
WASP-2,2,1,0
WASP-20,2,1,0
WASP-21,1,1,0
WASP-22,1,1,0
WASP-23,1,1,0
WASP-24,3,1,0
WASP-25,1,1,0
WASP-26,2,1,0
WASP-28,1,1,0
WASP-29,1,1,0
WASP-3,3,1,0
WASP-31,1,1,0
WASP-32,1,1,0
WASP-33,2,1,0
WASP-34,1,1,0
WASP-35,1,1,0
WASP-36,2,1,0
WASP-37,1,1,0
WASP-38,1,1,0
WASP-39,1,1,0
WASP-4,1,1,0
WASP-41,1,2,0
WASP-42,1,1,0
WASP-43,1,1,0
WASP-44,1,1,0
WASP-45,2,1,0
WASP-46,1,1,0
WASP-47,1,4,0
WASP-48,1,1,0
WASP-49,2,1,0
WASP-5,1,1,0
WASP-50,1,1,0
WASP-52,1,1,0
WASP-53,1,2,0
WASP-54,2,1,0
WASP-55,2,1,0
WASP-56,2,1,0
WASP-57,1,1,0
WASP-58,2,1,0
WASP-59,1,1,0
WASP-6,1,1,0
WASP-60,1,1,0
