pl_name,pl_letter
Kepler-226 d,d
Kepler-227 b,b
Kepler-227 c,c
Kepler-228 b,b
Kepler-228 c,c
Kepler-228 d,d
Kepler-229 b,b
Kepler-229 c,c
Kepler-229 d,d
Kepler-23 b,b
Kepler-23 c,c
Kepler-23 d,d
Kepler-230 b,b
Kepler-230 c,c
Kepler-231 b,b
Kepler-231 c,c
Kepler-232 b,b
Kepler-232 c,c
Kepler-233 b,b
Kepler-233 c,c
Kepler-234 b,b
Kepler-234 c,c
Kepler-235 b,b
Kepler-235 c,c
Kepler-235 d,d
Kepler-235 e,e
Kepler-236 b,b
Kepler-236 c,c
Kepler-237 b,b
Kepler-237 c,c
Kepler-238 b,b
Kepler-238 c,c
Kepler-238 d,d
Kepler-238 e,e
Kepler-238 f,f
Kepler-239 b,b
Kepler-239 c,c
Kepler-24 b,b
Kepler-24 c,c
Kepler-24 d,d
Kepler-24 e,e
Kepler-240 b,b
Kepler-240 c,c
Kepler-241 b,b
Kepler-241 c,c
Kepler-242 b,b
Kepler-242 c,c
Kepler-243 b,b
Kepler-243 c,c
Kepler-244 b,b
Kepler-244 c,c
Kepler-244 d,d
Kepler-245 b,b
Kepler-245 c,c
Kepler-245 d,d
Kepler-245 e,e
Kepler-246 b,b
Kepler-246 c,c
Kepler-247 b,b
Kepler-247 c,c
Kepler-247 d,d
Kepler-248 b,b
Kepler-248 c,c
Kepler-249 b,b
Kepler-249 c,c
Kepler-249 d,d
Kepler-25 b,b
Kepler-25 c,c
Kepler-25 d,d
Kepler-250 b,b
Kepler-250 c,c
Kepler-250 d,d
Kepler-251 b,b
Kepler-251 c,c
Kepler-251 d,d
Kepler-251 e,e
Kepler-252 b,b
Kepler-252 c,c
Kepler-253 b,b
Kepler-253 c,c
Kepler-253 d,d
Kepler-254 b,b
Kepler-254 c,c
Kepler-254 d,d
Kepler-255 b,b
Kepler-255 c,c
Kepler-255 d,d
Kepler-256 b,b
Kepler-256 c,c
Kepler-256 d,d
Kepler-256 e,e
Kepler-257 b,b
Kepler-257 c,c
Kepler-257 d,d
Kepler-258 b,b
Kepler-258 c,c
Kepler-259 b,b
Kepler-259 c,c
Kepler-26 b,b
Kepler-26 c,c
Kepler-26 d,d
Kepler-26 e,e
Kepler-260 b,b
Kepler-260 c,c
Kepler-261 b,b
Kepler-261 c,c
Kepler-262 b,b
Kepler-262 c,c
Kepler-263 b,b
Kepler-263 c,c
Kepler-264 b,b
Kepler-264 c,c
Kepler-265 b,b
Kepler-265 c,c
Kepler-265 d,d
Kepler-265 e,e
Kepler-266 b,b
Kepler-266 c,c
Kepler-267 b,b
Kepler-267 c,c
Kepler-267 d,d
Kepler-268 b,b
Kepler-268 c,c
Kepler-269 b,b
Kepler-269 c,c
Kepler-27 b,b
Kepler-27 c,c
Kepler-270 b,b
Kepler-270 c,c
Kepler-271 b,b
Kepler-271 c,c
Kepler-271 d,d
Kepler-272 b,b
Kepler-272 c,c
Kepler-272 d,d
Kepler-273 b,b
Kepler-273 c,c
Kepler-274 b,b
Kepler-274 c,c
Kepler-275 b,b
Kepler-275 c,c
Kepler-275 d,d
Kepler-276 b,b
Kepler-276 c,c
Kepler-276 d,d
Kepler-277 b,b
Kepler-277 c,c
Kepler-278 b,b
Kepler-278 c,c
Kepler-279 b,b
Kepler-279 c,c
Kepler-279 d,d
Kepler-28 b,b
Kepler-28 c,c
Kepler-280 b,b
Kepler-280 c,c
Kepler-281 b,b
Kepler-281 c,c
Kepler-282 b,b
Kepler-282 c,c
Kepler-282 d,d
Kepler-282 e,e
Kepler-283 b,b
Kepler-283 c,c
Kepler-284 b,b
Kepler-284 c,c
Kepler-285 b,b
Kepler-285 c,c
Kepler-286 b,b
Kepler-286 c,c
Kepler-286 d,d
Kepler-286 e,e
Kepler-287 b,b
Kepler-287 c,c
Kepler-288 b,b
Kepler-288 c,c
Kepler-288 d,d
Kepler-289 b,b
Kepler-289 c,c
Kepler-289 d,d
Kepler-29 b,b
Kepler-29 c,c
Kepler-290 b,b
Kepler-290 c,c
Kepler-291 b,b
Kepler-291 c,c
Kepler-292 b,b
Kepler-292 c,c
Kepler-292 d,d
Kepler-292 e,e
Kepler-292 f,f
Kepler-293 b,b
Kepler-293 c,c
Kepler-294 b,b
Kepler-294 c,c
Kepler-295 b,b
Kepler-295 c,c
Kepler-295 d,d
Kepler-296 b,b
Kepler-296 c,c
Kepler-296 d,d
Kepler-296 e,e
Kepler-296 f,f
Kepler-297 b,b
Kepler-297 c,c
Kepler-298 b,b
Kepler-298 c,c
Kepler-298 d,d
Kepler-299 b,b
Kepler-299 c,c
Kepler-299 d,d
Kepler-299 e,e
Kepler-30 b,b
Kepler-30 c,c
Kepler-30 d,d
Kepler-300 b,b
Kepler-300 c,c
Kepler-301 b,b
Kepler-301 c,c
Kepler-301 d,d
Kepler-302 b,b
Kepler-302 c,c
Kepler-303 b,b
Kepler-303 c,c
Kepler-304 b,b
Kepler-304 c,c
Kepler-304 d,d
Kepler-304 e,e
Kepler-305 b,b
Kepler-305 c,c
Kepler-305 d,d
Kepler-305 e,e
Kepler-306 b,b
Kepler-306 c,c
Kepler-306 d,d
Kepler-306 e,e
Kepler-307 b,b
Kepler-307 c,c
Kepler-308 b,b
Kepler-308 c,c
Kepler-309 b,b
Kepler-309 c,c
Kepler-31 b,b
Kepler-31 c,c
Kepler-31 d,d
Kepler-310 b,b
Kepler-310 c,c
Kepler-310 d,d
Kepler-311 b,b
Kepler-311 c,c
Kepler-312 b,b
Kepler-312 c,c
Kepler-313 b,b
Kepler-313 c,c
Kepler-314 b,b
Kepler-314 c,c
Kepler-315 b,b
Kepler-315 c,c
Kepler-316 b,b
Kepler-316 c,c
Kepler-317 b,b
Kepler-317 c,c
Kepler-318 b,b
Kepler-318 c,c
Kepler-319 b,b
Kepler-319 c,c
Kepler-319 d,d
Kepler-32 b,b
Kepler-32 c,c
Kepler-32 d,d
Kepler-32 e,e
Kepler-32 f,f
Kepler-320 b,b
Kepler-320 c,c
Kepler-321 b,b
Kepler-321 c,c
Kepler-322 b,b
Kepler-322 c,c
Kepler-323 b,b
Kepler-323 c,c
Kepler-324 b,b
Kepler-324 c,c
Kepler-325 b,b
Kepler-325 c,c
Kepler-325 d,d
Kepler-326 b,b
Kepler-326 c,c
Kepler-326 d,d
Kepler-327 b,b
Kepler-327 c,c
Kepler-327 d,d
Kepler-328 b,b
Kepler-328 c,c
Kepler-329 b,b
Kepler-329 c,c
Kepler-33 b,b
Kepler-33 c,c
Kepler-33 d,d
Kepler-33 e,e
Kepler-33 f,f
Kepler-330 b,b
Kepler-330 c,c
Kepler-331 b,b
Kepler-331 c,c
Kepler-331 d,d
Kepler-332 b,b
Kepler-332 c,c
Kepler-332 d,d
Kepler-333 b,b
Kepler-333 c,c
Kepler-334 b,b
Kepler-334 c,c
Kepler-334 d,d
Kepler-335 b,b
Kepler-335 c,c
Kepler-336 b,b
Kepler-336 c,c
Kepler-336 d,d
Kepler-337 b,b
Kepler-337 c,c
Kepler-338 b,b
Kepler-338 c,c
Kepler-338 d,d
Kepler-338 e,e
Kepler-339 b,b
Kepler-339 c,c
Kepler-339 d,d
Kepler-34 b,b
Kepler-340 b,b
Kepler-340 c,c
Kepler-341 b,b
Kepler-341 c,c
Kepler-341 d,d
Kepler-341 e,e
Kepler-342 b,b
Kepler-342 c,c
Kepler-342 d,d
Kepler-342 e,e
Kepler-343 b,b
Kepler-343 c,c
Kepler-344 b,b
Kepler-344 c,c
Kepler-345 b,b
Kepler-345 c,c
Kepler-346 b,b
Kepler-346 c,c
Kepler-347 b,b
Kepler-347 c,c
Kepler-348 b,b
Kepler-348 c,c
Kepler-349 b,b
Kepler-349 c,c
Kepler-35 b,b
Kepler-350 b,b
Kepler-350 c,c
Kepler-350 d,d
Kepler-351 b,b
Kepler-351 c,c
Kepler-351 d,d
Kepler-352 b,b
Kepler-352 c,c
Kepler-353 b,b
Kepler-353 c,c
Kepler-354 b,b
Kepler-354 c,c
Kepler-354 d,d
Kepler-355 b,b
Kepler-355 c,c
Kepler-356 b,b
Kepler-356 c,c
Kepler-357 b,b
Kepler-357 c,c
Kepler-357 d,d
Kepler-358 b,b
Kepler-358 c,c
Kepler-359 b,b
Kepler-359 c,c
Kepler-359 d,d
Kepler-36 b,b
Kepler-36 c,c
Kepler-360 b,b
Kepler-360 c,c
Kepler-361 b,b
Kepler-361 c,c
Kepler-362 b,b
Kepler-362 c,c
Kepler-363 b,b
Kepler-363 c,c
Kepler-363 d,d
Kepler-364 b,b
Kepler-364 c,c
Kepler-365 b,b
Kepler-365 c,c
Kepler-366 b,b
Kepler-366 c,c
Kepler-367 b,b
Kepler-367 c,c
Kepler-368 b,b
Kepler-368 c,c
Kepler-369 b,b
Kepler-369 c,c
Kepler-37 b,b
Kepler-37 c,c
Kepler-37 d,d
Kepler-37 e,e
Kepler-370 b,b
Kepler-370 c,c
Kepler-371 b,b
Kepler-371 c,c
Kepler-372 b,b
Kepler-372 c,c
Kepler-372 d,d
Kepler-373 b,b
Kepler-373 c,c
Kepler-374 b,b
Kepler-374 c,c
Kepler-374 d,d
Kepler-375 b,b
Kepler-375 c,c
Kepler-376 b,b
Kepler-376 c,c
Kepler-377 b,b
Kepler-377 c,c
Kepler-378 b,b
Kepler-378 c,c
Kepler-379 b,b
Kepler-379 c,c
Kepler-38 b,b
Kepler-380 b,b
Kepler-380 c,c
Kepler-381 b,b
Kepler-381 c,c
Kepler-382 b,b
Kepler-382 c,c
Kepler-383 b,b
Kepler-383 c,c
Kepler-384 b,b
Kepler-384 c,c
Kepler-385 b,b
Kepler-385 c,c
Kepler-385 d,d
Kepler-386 b,b
Kepler-386 c,c
Kepler-387 b,b
Kepler-387 c,c
Kepler-388 b,b
Kepler-388 c,c
Kepler-389 b,b
Kepler-389 c,c
Kepler-39 b,b
Kepler-390 b,b
Kepler-390 c,c
Kepler-391 b,b
Kepler-391 c,c
Kepler-392 b,b
Kepler-392 c,c
Kepler-393 b,b
Kepler-393 c,c
Kepler-394 b,b
Kepler-394 c,c
Kepler-395 b,b
Kepler-395 c,c
Kepler-396 b,b
Kepler-396 c,c
Kepler-397 b,b
Kepler-397 c,c
Kepler-398 b,b
Kepler-398 c,c
Kepler-398 d,d
Kepler-399 b,b
Kepler-399 c,c
Kepler-399 d,d
Kepler-4 b,b
Kepler-40 b,b
Kepler-400 b,b
Kepler-400 c,c
Kepler-401 b,b
Kepler-401 c,c
Kepler-401 d,d
Kepler-402 b,b
Kepler-402 c,c
Kepler-402 d,d
Kepler-402 e,e
Kepler-403 b,b
Kepler-403 c,c
Kepler-403 d,d
Kepler-404 b,b
Kepler-404 c,c
Kepler-405 b,b
Kepler-405 c,c
Kepler-406 b,b
Kepler-406 c,c
Kepler-407 b,b
Kepler-407 c,c
Kepler-408 b,b
Kepler-409 b,b
Kepler-41 b,b
Kepler-410 A b,b
Kepler-411 b,b
Kepler-411 c,c
Kepler-411 d,d
Kepler-411 e,e
Kepler-412 b,b
Kepler-413 b,b
Kepler-414 b,b
Kepler-414 c,c
Kepler-415 b,b
Kepler-415 c,c
Kepler-416 b,b
Kepler-416 c,c
Kepler-417 b,b
Kepler-417 c,c
Kepler-418 b,b
Kepler-419 b,b
Kepler-419 c,c
Kepler-42 b,b
Kepler-42 c,c
Kepler-42 d,d
Kepler-421 b,b
Kepler-422 b,b
Kepler-423 b,b
Kepler-424 b,b
Kepler-424 c,c
Kepler-425 b,b
Kepler-426 b,b
Kepler-427 b,b
Kepler-428 b,b
Kepler-43 b,b
Kepler-430 b,b
Kepler-430 c,c
Kepler-431 b,b
Kepler-431 c,c
Kepler-431 d,d
Kepler-432 b,b
Kepler-432 c,c
Kepler-433 b,b
Kepler-434 b,b
Kepler-435 b,b
Kepler-436 b,b
Kepler-436 c,c
Kepler-437 b,b
Kepler-438 b,b
Kepler-439 b,b
Kepler-44 b,b
Kepler-440 b,b
Kepler-441 b,b
Kepler-442 b,b
Kepler-443 b,b
Kepler-444 b,b
Kepler-444 c,c
Kepler-444 d,d
Kepler-444 e,e
Kepler-444 f,f
Kepler-445 b,b
Kepler-445 c,c
Kepler-445 d,d
Kepler-446 b,b
Kepler-446 c,c
Kepler-446 d,d
Kepler-447 b,b
Kepler-448 c,c
Kepler-449 b,b
Kepler-449 c,c
Kepler-45 b,b
Kepler-450 b,b
Kepler-450 c,c
Kepler-450 d,d
Kepler-452 b,b
Kepler-453 b,b
Kepler-454 b,b
Kepler-454 c,c
Kepler-458 c,c
Kepler-46 b,b
Kepler-46 c,c
Kepler-46 d,d
Kepler-460 c,c
Kepler-461 b,b
Kepler-462 b,b
Kepler-462 c,c
Kepler-463 b,b
Kepler-464 b,b
Kepler-465 b,b
Kepler-466 b,b
Kepler-466 c,c
Kepler-467 b,b
Kepler-468 b,b
Kepler-47 b,b
Kepler-47 c,c
Kepler-47 d,d
Kepler-470 b,b
Kepler-471 b,b
Kepler-472 b,b
Kepler-473 b,b
Kepler-474 b,b
Kepler-475 b,b
Kepler-476 b,b
Kepler-477 b,b
Kepler-478 b,b
Kepler-479 b,b
Kepler-48 b,b
Kepler-48 c,c
Kepler-48 d,d
Kepler-48 e,e
Kepler-480 b,b
Kepler-481 b,b
Kepler-482 b,b
Kepler-483 b,b
Kepler-484 b,b
Kepler-485 b,b
Kepler-486 b,b
Kepler-487 b,b
Kepler-487 c,c
Kepler-488 b,b
Kepler-489 b,b
Kepler-49 b,b
Kepler-49 c,c
Kepler-49 d,d
Kepler-49 e,e
Kepler-490 b,b
Kepler-491 b,b
Kepler-492 b,b
Kepler-493 b,b
Kepler-494 b,b
Kepler-495 b,b
Kepler-496 b,b
Kepler-497 b,b
Kepler-498 b,b
Kepler-499 b,b
Kepler-5 b,b
Kepler-50 b,b
Kepler-50 c,c
Kepler-500 b,b
Kepler-501 b,b
Kepler-502 b,b
Kepler-504 b,b
Kepler-505 b,b
Kepler-506 b,b
Kepler-507 b,b
Kepler-508 b,b
Kepler-509 b,b
Kepler-51 b,b
Kepler-51 c,c
Kepler-51 d,d
Kepler-510 b,b
Kepler-511 b,b
Kepler-512 b,b
Kepler-513 b,b
Kepler-514 b,b
Kepler-515 b,b
Kepler-516 b,b
Kepler-517 b,b
Kepler-518 b,b
Kepler-519 b,b
Kepler-52 b,b
Kepler-52 c,c
Kepler-52 d,d
Kepler-520 b,b
Kepler-520 c,c
Kepler-521 b,b
Kepler-522 b,b
Kepler-523 b,b
Kepler-524 b,b
Kepler-524 c,c
Kepler-525 b,b
Kepler-526 b,b
Kepler-527 b,b
Kepler-528 b,b
Kepler-529 b,b
Kepler-529 c,c
Kepler-53 b,b
Kepler-53 c,c
Kepler-53 d,d
Kepler-530 b,b
Kepler-531 b,b
Kepler-532 b,b
Kepler-533 b,b
Kepler-534 b,b
Kepler-535 b,b
Kepler-536 b,b
Kepler-537 b,b
Kepler-538 b,b
Kepler-539 b,b
Kepler-539 c,c
Kepler-54 b,b
Kepler-54 c,c
Kepler-54 d,d
Kepler-540 b,b
Kepler-541 b,b
Kepler-542 b,b
Kepler-543 b,b
Kepler-544 b,b
Kepler-545 b,b
Kepler-546 b,b
Kepler-547 b,b
Kepler-548 b,b
Kepler-549 b,b
Kepler-549 c,c
Kepler-55 b,b
Kepler-55 c,c
Kepler-55 d,d
Kepler-55 e,e
Kepler-55 f,f
Kepler-550 b,b
Kepler-551 b,b
Kepler-552 b,b
Kepler-553 b,b
Kepler-553 c,c
Kepler-554 b,b
Kepler-555 b,b
Kepler-556 b,b
Kepler-557 b,b
Kepler-558 b,b
Kepler-559 b,b
Kepler-56 b,b
Kepler-56 c,c
Kepler-56 d,d
Kepler-560 b,b
Kepler-561 b,b
Kepler-561 c,c
Kepler-562 b,b
Kepler-563 b,b
Kepler-564 b,b
Kepler-565 b,b
Kepler-566 b,b
Kepler-567 b,b
Kepler-568 b,b
Kepler-569 b,b
Kepler-57 b,b
Kepler-57 c,c
Kepler-570 b,b
Kepler-571 b,b
Kepler-572 b,b
Kepler-573 b,b
Kepler-574 b,b
Kepler-575 b,b
Kepler-576 b,b
Kepler-577 b,b
Kepler-578 b,b
Kepler-579 b,b
Kepler-58 b,b
Kepler-58 c,c
Kepler-58 d,d
Kepler-580 b,b
Kepler-581 b,b
Kepler-582 b,b
Kepler-583 b,b
Kepler-584 b,b
Kepler-585 b,b
Kepler-586 b,b
Kepler-587 b,b
Kepler-588 b,b
Kepler-589 b,b
Kepler-59 b,b
Kepler-59 c,c
Kepler-590 b,b
Kepler-591 b,b
Kepler-592 b,b
Kepler-593 b,b
Kepler-594 b,b
Kepler-595 b,b
Kepler-595 c,c
Kepler-596 b,b
Kepler-597 b,b
Kepler-598 b,b
Kepler-598 c,c
Kepler-599 b,b
Kepler-6 b,b
Kepler-60 b,b
Kepler-60 c,c
Kepler-60 d,d
Kepler-600 b,b
Kepler-601 b,b
Kepler-602 b,b
Kepler-603 b,b
Kepler-603 c,c
Kepler-603 d,d
Kepler-604 b,b
Kepler-605 b,b
Kepler-605 c,c
Kepler-606 b,b
Kepler-607 b,b
Kepler-608 b,b
Kepler-609 b,b
Kepler-61 b,b
Kepler-610 b,b
Kepler-610 c,c
Kepler-611 b,b
Kepler-612 b,b
Kepler-613 b,b
Kepler-614 b,b
Kepler-615 b,b
Kepler-616 b,b
Kepler-616 c,c
Kepler-617 b,b
Kepler-618 b,b
Kepler-619 b,b
Kepler-619 c,c
Kepler-62 b,b
Kepler-62 c,c
Kepler-62 d,d
Kepler-62 e,e
Kepler-62 f,f
Kepler-620 b,b
Kepler-621 b,b
Kepler-622 b,b
Kepler-623 b,b
Kepler-624 b,b
Kepler-625 b,b
Kepler-625 c,c
Kepler-626 b,b
Kepler-627 b,b
Kepler-628 b,b
Kepler-629 b,b
Kepler-63 b,b
Kepler-630 b,b
Kepler-631 b,b
Kepler-632 b,b
Kepler-633 b,b
Kepler-634 b,b
Kepler-635 b,b
Kepler-636 b,b
Kepler-637 b,b
Kepler-638 b,b
Kepler-639 b,b
Kepler-640 b,b
Kepler-641 b,b
Kepler-642 b,b
Kepler-643 b,b
Kepler-644 b,b
Kepler-645 b,b
Kepler-646 b,b
Kepler-647 b,b
Kepler-647 c,c
Kepler-648 b,b
Kepler-649 b,b
Kepler-65 b,b
Kepler-65 c,c
Kepler-65 d,d
Kepler-65 e,e
Kepler-650 b,b
Kepler-651 b,b
Kepler-652 b,b
Kepler-653 b,b
Kepler-653 c,c
Kepler-654 b,b
Kepler-655 b,b
Kepler-656 b,b
Kepler-657 b,b
Kepler-658 b,b
Kepler-659 b,b
Kepler-66 b,b
Kepler-660 b,b
Kepler-661 b,b
Kepler-662 b,b
Kepler-663 b,b
Kepler-664 b,b
Kepler-665 b,b
Kepler-666 b,b
Kepler-667 b,b
Kepler-668 b,b
Kepler-669 b,b
Kepler-67 b,b
Kepler-670 b,b
Kepler-671 b,b
Kepler-672 b,b
Kepler-673 b,b
Kepler-674 b,b
Kepler-675 b,b
Kepler-676 b,b
Kepler-677 b,b
Kepler-678 b,b
Kepler-679 b,b
Kepler-68 b,b
Kepler-68 c,c
Kepler-68 d,d
Kepler-680 b,b
Kepler-681 b,b
Kepler-682 b,b
Kepler-683 b,b
Kepler-684 b,b
Kepler-685 b,b
Kepler-686 b,b
Kepler-687 b,b
Kepler-688 b,b
Kepler-689 b,b
Kepler-69 b,b
Kepler-69 c,c
Kepler-690 b,b
Kepler-691 b,b
Kepler-692 b,b
Kepler-693 b,b
Kepler-694 b,b
Kepler-695 b,b
Kepler-696 b,b
Kepler-697 b,b
Kepler-698 b,b
Kepler-699 b,b
Kepler-7 b,b
Kepler-700 b,b
Kepler-701 b,b
Kepler-702 b,b
Kepler-703 b,b
Kepler-704 b,b
Kepler-705 b,b
Kepler-706 b,b
Kepler-707 b,b
Kepler-708 b,b
Kepler-709 b,b
Kepler-710 b,b
Kepler-711 b,b
Kepler-712 b,b
Kepler-712 c,c
Kepler-713 b,b
Kepler-714 b,b
Kepler-715 b,b
Kepler-716 b,b
Kepler-716 c,c
Kepler-717 b,b
Kepler-718 b,b
Kepler-719 b,b
Kepler-720 b,b
Kepler-721 b,b
Kepler-722 b,b
Kepler-722 c,c
Kepler-723 b,b
Kepler-724 b,b
Kepler-725 b,b
Kepler-726 b,b
Kepler-727 b,b
Kepler-728 b,b
Kepler-729 b,b
Kepler-730 b,b
Kepler-730 c,c
Kepler-731 b,b
Kepler-732 b,b
Kepler-732 c,c
Kepler-733 b,b
Kepler-734 b,b
Kepler-735 b,b
Kepler-736 b,b
Kepler-737 b,b
Kepler-738 b,b
Kepler-739 b,b
Kepler-74 b,b
Kepler-740 b,b
Kepler-741 b,b
Kepler-742 b,b
Kepler-743 b,b
Kepler-744 b,b
Kepler-745 b,b
Kepler-746 b,b
Kepler-747 b,b
Kepler-748 b,b
Kepler-749 b,b
Kepler-75 b,b
Kepler-750 b,b
Kepler-750 c,c
Kepler-751 b,b
Kepler-752 b,b
Kepler-753 b,b
Kepler-754 b,b
Kepler-755 b,b
Kepler-755 c,c
Kepler-756 b,b
Kepler-757 b,b
Kepler-758 b,b
Kepler-758 c,c
Kepler-758 d,d
Kepler-758 e,e
Kepler-759 b,b
Kepler-76 b,b
Kepler-760 b,b
Kepler-760 c,c
Kepler-761 b,b
Kepler-762 b,b
Kepler-763 b,b
Kepler-764 b,b
Kepler-765 b,b
Kepler-766 b,b
Kepler-767 b,b
Kepler-768 b,b
Kepler-769 b,b
Kepler-769 c,c
Kepler-77 b,b
Kepler-770 b,b
Kepler-770 c,c
Kepler-770 d,d
Kepler-771 b,b
Kepler-772 b,b
Kepler-773 b,b
Kepler-774 b,b
Kepler-775 b,b
Kepler-776 b,b
Kepler-777 b,b
Kepler-778 b,b
Kepler-779 b,b
Kepler-78 b,b
Kepler-780 b,b
Kepler-781 b,b
Kepler-782 b,b
Kepler-783 b,b
Kepler-783 c,c
Kepler-784 b,b
Kepler-785 b,b
Kepler-786 b,b
Kepler-787 b,b
Kepler-788 b,b
Kepler-789 b,b
Kepler-79 b,b
Kepler-79 c,c
Kepler-79 d,d
Kepler-79 e,e
Kepler-790 b,b
Kepler-791 b,b
Kepler-792 b,b
Kepler-793 b,b
Kepler-794 b,b
Kepler-795 b,b
Kepler-796 b,b
Kepler-797 b,b
Kepler-798 b,b
Kepler-799 b,b
Kepler-8 b,b
Kepler-80 b,b
Kepler-80 c,c
Kepler-80 d,d
Kepler-80 e,e
Kepler-80 f,f
Kepler-80 g,g
Kepler-800 b,b
Kepler-801 b,b
Kepler-802 b,b
Kepler-803 b,b
Kepler-804 b,b
Kepler-804 c,c
Kepler-805 b,b
Kepler-806 b,b
Kepler-807 b,b
Kepler-808 b,b
Kepler-809 b,b
Kepler-81 b,b
Kepler-81 c,c
Kepler-81 d,d
Kepler-810 b,b
Kepler-811 b,b
Kepler-812 b,b
Kepler-813 b,b
Kepler-814 b,b
Kepler-815 b,b
Kepler-816 b,b
Kepler-817 b,b
Kepler-818 b,b
Kepler-819 b,b
Kepler-82 b,b
Kepler-82 c,c
Kepler-82 d,d
Kepler-82 e,e
Kepler-82 f,f
Kepler-820 b,b
Kepler-821 b,b
Kepler-822 b,b
Kepler-823 b,b
Kepler-824 b,b
Kepler-825 b,b
Kepler-825 c,c
Kepler-826 b,b
Kepler-827 b,b
Kepler-828 b,b
Kepler-829 b,b
Kepler-83 b,b
Kepler-83 c,c
Kepler-83 d,d
Kepler-830 b,b
Kepler-831 b,b
Kepler-832 b,b
Kepler-833 b,b
Kepler-834 b,b
Kepler-835 b,b
Kepler-836 b,b
Kepler-837 b,b
Kepler-838 b,b
Kepler-839 b,b
Kepler-84 b,b
Kepler-84 c,c
Kepler-84 d,d
Kepler-84 e,e
Kepler-84 f,f
Kepler-840 b,b
Kepler-841 b,b
Kepler-842 b,b
Kepler-843 b,b
Kepler-844 b,b
Kepler-845 b,b
Kepler-846 b,b
Kepler-847 b,b
Kepler-848 b,b
Kepler-849 b,b
Kepler-85 b,b
Kepler-85 c,c
Kepler-85 d,d
Kepler-85 e,e
Kepler-850 b,b
Kepler-851 b,b
Kepler-852 b,b
Kepler-853 b,b
Kepler-854 b,b
Kepler-855 b,b
Kepler-856 b,b
Kepler-857 b,b
Kepler-858 b,b
Kepler-859 b,b
Kepler-860 b,b
Kepler-861 b,b
Kepler-862 b,b
Kepler-863 b,b
Kepler-864 b,b
Kepler-865 b,b
Kepler-866 b,b
Kepler-867 b,b
Kepler-868 b,b
Kepler-869 b,b
Kepler-87 b,b
Kepler-87 c,c
Kepler-870 b,b
Kepler-871 b,b
Kepler-872 b,b
Kepler-873 b,b
Kepler-874 b,b
Kepler-875 b,b
Kepler-876 b,b
Kepler-877 b,b
Kepler-878 b,b
Kepler-879 b,b
Kepler-88 d,d
Kepler-880 b,b
Kepler-881 b,b
Kepler-882 b,b
Kepler-883 b,b
Kepler-884 b,b
Kepler-885 b,b
Kepler-886 b,b
Kepler-887 b,b
Kepler-887 c,c
Kepler-888 b,b
Kepler-889 b,b
Kepler-890 b,b
Kepler-891 b,b
Kepler-892 b,b
Kepler-893 b,b
Kepler-894 b,b
Kepler-895 b,b
Kepler-896 b,b
Kepler-897 b,b
Kepler-898 b,b
Kepler-899 b,b
Kepler-9 b,b
Kepler-9 c,c
Kepler-9 d,d
Kepler-90 i,i
Kepler-900 b,b
Kepler-901 b,b
Kepler-902 b,b
Kepler-903 b,b
Kepler-903 c,c
Kepler-904 b,b
Kepler-905 b,b
Kepler-906 b,b
Kepler-907 b,b
Kepler-908 b,b
Kepler-909 b,b
Kepler-91 b,b
Kepler-910 b,b
Kepler-911 b,b
Kepler-912 b,b
Kepler-913 b,b
Kepler-914 b,b
Kepler-915 b,b
Kepler-916 b,b
Kepler-917 b,b
Kepler-918 b,b
Kepler-919 b,b
Kepler-92 b,b
Kepler-92 c,c
Kepler-92 d,d
Kepler-920 b,b
Kepler-920 c,c
Kepler-921 b,b
Kepler-922 b,b
Kepler-923 b,b
Kepler-924 b,b
Kepler-925 b,b
Kepler-926 b,b
Kepler-927 b,b
Kepler-928 b,b
Kepler-929 b,b
Kepler-93 b,b
Kepler-93 c,c
Kepler-930 b,b
Kepler-931 b,b
Kepler-932 b,b
Kepler-933 b,b
Kepler-934 b,b
Kepler-935 b,b
Kepler-936 b,b
Kepler-937 b,b
Kepler-937 c,c
Kepler-938 b,b
Kepler-939 b,b
Kepler-94 b,b
Kepler-94 c,c
Kepler-940 b,b
Kepler-941 b,b
Kepler-942 b,b
Kepler-943 b,b
Kepler-944 b,b
Kepler-945 b,b
Kepler-946 b,b
Kepler-947 b,b
Kepler-948 b,b
Kepler-949 b,b
Kepler-95 b,b
Kepler-950 b,b
Kepler-951 b,b
Kepler-952 b,b
Kepler-953 b,b
Kepler-953 c,c
Kepler-954 b,b
Kepler-955 b,b
Kepler-956 b,b
Kepler-957 b,b
Kepler-958 b,b
Kepler-959 b,b
Kepler-96 b,b
Kepler-960 b,b
Kepler-961 b,b
Kepler-962 b,b
Kepler-963 b,b
Kepler-964 b,b
Kepler-965 b,b
Kepler-966 b,b
Kepler-967 b,b
Kepler-967 c,c
Kepler-968 b,b
Kepler-968 c,c
Kepler-969 b,b
Kepler-969 c,c
Kepler-97 b,b
Kepler-97 c,c
Kepler-970 b,b
Kepler-971 b,b
Kepler-972 b,b
Kepler-973 b,b
Kepler-974 b,b
Kepler-975 b,b
Kepler-976 b,b
Kepler-977 b,b
Kepler-978 b,b
Kepler-979 b,b
Kepler-98 b,b
Kepler-980 b,b
Kepler-981 b,b
Kepler-982 b,b
Kepler-983 b,b
Kepler-984 b,b
Kepler-985 b,b
Kepler-986 b,b
Kepler-987 b,b
Kepler-988 b,b
Kepler-989 b,b
Kepler-99 b,b
Kepler-990 b,b
